"","target_vertical","target_horizontal","target_type","index","batter"
"2641","low","umpRight","CU",3734,622534
"1701","high","umpMiddle","FA",2737,458731
"128","high","umpLeft","FA",1130,434636
"2108","high","umpLeft","FA",3153,571448
"4076","middle","umpLeft","FA",5275,593525
"2025","low","umpLeft","SL",3070,500208
"1644","low","umpLeft","SL",2680,592885
"3695","low","umpMiddle","SL",4829,572041
"4077","middle","umpLeft","SL",5276,605509
"627","low","umpMiddle","FA",1643,459431
"1555","low","umpLeft","SL",2587,516782
"1953","low","umpLeft","SL",2989,434636
"121","high","umpLeft","FA",1123,501303
"2654","middle","umpRight","FA",3747,571976
"928","low","umpLeft","SL",1951,408252
"2911","low","umpMiddle","SL",4015,425509
"2058","low","umpRight","CU",3103,500208
"370","middle","umpRight","FA",1382,425796
"790","high","umpMiddle","FA",1806,493316
"3932","low","umpLeft","SL",5067,408252
"2665","low","umpRight","FA",3758,571448
"1740","low","umpLeft","CU",2776,596142
"628","low","umpRight","CU",1644,459431
"372","high","umpRight","FA",1384,453211
"3350","low","umpRight","FA",4479,624424
"959","low","umpLeft","FA",1985,408252
"1835","high","umpLeft","FA",2871,605509
"1795","high","umpLeft","SL",2831,456488
"726","high","umpRight","FA",1742,493316
"3631","low","umpRight","CU",4764,502671
"3483","low","umpMiddle","CU",4613,596115
"3812","low","umpLeft","SL",4946,593160
"4192","middle","umpMiddle","FA",5391,641487
"4062","middle","umpRight","FA",5261,491676
"1986","low","umpLeft","SL",3028,491676
"3122","low","umpLeft","FA",4251,547180
"2660","middle","umpLeft","FA",3753,453568
"4035","low","umpLeft","CU",5234,605412
"1935","high","umpLeft","FA",2971,572863
"1666","low","umpLeft","SL",2702,588751
"2593","low","umpRight","FA",3685,500208
"2794","high","umpRight","FA",3894,434604
"919","low","umpRight","FA",1942,446359
"643","low","umpRight","CU",1659,607680
"2515","middle","umpLeft","FA",3595,605412
"1351","middle","umpLeft","SL",2383,630111
"694","low","umpLeft","CU",1710,429665
"738","middle","umpMiddle","FA",1754,493472
"3435","low","umpRight","SL",4564,571448
"1799","high","umpLeft","SL",2835,434636
"2992","high","umpLeft","FA",4108,595879
"569","low","umpLeft","FA",1585,571976
"1068","middle","umpLeft","FA",2098,435522
"3575","high","umpMiddle","FA",4707,457787
"1617","middle","umpMiddle","FA",2649,543281
"723","low","umpLeft","SL",1739,493316
"548","high","umpRight","CU",1564,493351
"3971","high","umpRight","FA",5170,471865
"3802","low","umpRight","SL",4936,444876
"3251","low","umpRight","FA",4380,488726
"1686","low","umpLeft","CU",2722,592885
"1649","high","umpLeft","FA",2685,425796
"4093","low","umpLeft","FA",5292,452254
"869","low","umpLeft","SL",1889,543213
"2084","high","umpLeft","SL",3129,571976
"3924","low","umpLeft","CU",5059,641553
"2811","low","umpLeft","FA",3911,460026
"4154","middle","umpLeft","FA",5353,641487
"1937","low","umpRight","CU",2973,572863
"574","middle","umpLeft","FA",1590,425834
"3776","low","umpMiddle","FA",4910,624585
"2432","low","umpLeft","FA",3490,605412
"1587","middle","umpRight","SL",2619,628356
"3931","high","umpLeft","FA",5066,408252
"2130","high","umpLeft","FA",3175,506924
"11","low","umpRight","SL",1010,461314
"1203","high","umpRight","FA",2235,542255
"321","middle","umpRight","CU",1327,593495
"1732","low","umpLeft","CU",2768,453056
"586","high","umpLeft","FA",1602,542194
"1813","high","umpRight","SL",2849,452254
"669","low","umpLeft","SL",1685,459431
"1011","high","umpLeft","SL",2040,571740
"960","low","umpLeft","SL",1986,457803
"662","low","umpLeft","SL",1678,453064
"2984","high","umpMiddle","FA",4100,452657
"408","high","umpLeft","FA",1423,592885
"3370","low","umpRight","FA",4499,518595
"124","high","umpLeft","SL",1126,452655
"3167","low","umpMiddle","FA",4296,543685
"2339","low","umpMiddle","SL",3388,571448
"3383","middle","umpLeft","CU",4512,608325
"305","middle","umpLeft","FA",1307,425796
"3282","high","umpLeft","FA",4411,488726
"3863","low","umpLeft","SL",4997,641313
"3704","low","umpRight","CU",4838,502671
"784","high","umpLeft","FA",1800,452678
"2796","low","umpRight","SL",3896,434604
"630","middle","umpLeft","FA",1646,459431
"1942","low","umpMiddle","SL",2978,491676
"894","low","umpLeft","FA",1917,405395
"4151","low","umpLeft","FA",5350,641487
"2299","low","umpLeft","SL",3348,453568
"1654","low","umpRight","FA",2690,425796
"2661","high","umpRight","FA",3754,518934
"2578","low","umpLeft","SL",3665,518466
"4124","low","umpRight","FA",5323,546318
"2363","low","umpRight","CU",3412,453568
"2850","low","umpLeft","SL",3953,649557
"3327","high","umpMiddle","FA",4456,457803
"1963","low","umpLeft","FA",2999,605412
"616","low","umpMiddle","FA",1632,430832
"3772","middle","umpRight","FA",4906,543333
"438","middle","umpLeft","FA",1453,592885
"617","low","umpLeft","FA",1633,430832
"2373","low","umpRight","SL",3422,448602
"1836","middle","umpRight","FA",2872,605509
"2572","low","umpLeft","FA",3659,518466
"1152","low","umpMiddle","SL",2184,611177
"865","low","umpRight","SL",1885,434567
"4272","middle","umpMiddle","FA",5472,467055
"3281","high","umpLeft","FA",4410,488726
"4334","middle","umpRight","SL",5536,518960
"3016","low","umpLeft","FA",4139,542979
"1223","middle","umpLeft","FA",2255,452655
"2433","high","umpRight","FA",3491,605412
"3921","low","umpRight","FA",5056,607345
"600","low","umpMiddle","SL",1616,607680
"132","high","umpLeft","SL",1134,452254
"519","low","umpRight","FA",1534,519083
"1975","high","umpLeft","FA",3014,434636
"2376","low","umpLeft","CU",3425,467827
"3565","high","umpLeft","FA",4697,488862
"2751","low","umpLeft","SL",3845,448605
"3586","low","umpMiddle","FA",4718,594777
"3873","high","umpLeft","FA",5007,541645
"3413","low","umpRight","FA",4542,527038
"1044","low","umpLeft","FA",2073,493472
"322","middle","umpLeft","SL",1328,518692
"2709","middle","umpRight","FA",3802,471865
"3231","high","umpRight","FA",4360,608070
"1326","low","umpRight","CU",2358,452655
"4028","low","umpRight","FA",5227,571448
"1434","low","umpLeft","SL",2466,572191
"903","low","umpLeft","SL",1926,453203
"1429","low","umpLeft","SL",2461,456422
"1634","middle","umpMiddle","FA",2670,592663
"3041","low","umpMiddle","FA",4165,519076
"521","low","umpLeft","FA",1536,493351
"1177","low","umpLeft","SL",2209,425796
"1561","low","umpRight","SL",2593,446481
"3610","high","umpRight","FA",4742,458913
"856","high","umpRight","FA",1876,545361
"4253","low","umpMiddle","FA",5452,491676
"2605","middle","umpLeft","FA",3697,518466
"1981","high","umpRight","FA",3020,493596
"2038","low","umpLeft","FA",3083,468504
"2258","low","umpLeft","FA",3306,543302
"765","high","umpRight","CU",1781,501571
"3198","middle","umpRight","CU",4327,572191
"758","low","umpLeft","SL",1774,431151
"1900","low","umpRight","SL",2936,571448
"1922","high","umpRight","FA",2958,547172
"2626","low","umpLeft","FA",3719,595978
"1584","low","umpLeft","FA",2616,628356
"2468","high","umpLeft","FA",3539,452254
"1872","high","umpLeft","FA",2908,467827
"1161","high","umpMiddle","FA",2193,502032
"2498","middle","umpLeft","SL",3578,452254
"3022","low","umpRight","FA",4145,519346
"1459","low","umpLeft","SL",2491,467092
"3659","high","umpLeft","SL",4793,444482
"1452","high","umpLeft","FA",2484,502517
"4260","low","umpLeft","FA",5460,457763
"3482","high","umpRight","FA",4612,435622
"4288","low","umpRight","CU",5488,457763
"1643","high","umpMiddle","FA",2679,592885
"796","low","umpLeft","SL",1812,435522
"1097","high","umpLeft","FA",2128,434158
"3786","low","umpLeft","SL",4920,593160
"3668","middle","umpRight","FA",4802,592273
"705","middle","umpLeft","FA",1721,459431
"3036","high","umpRight","FA",4159,542340
"835","middle","umpLeft","SL",1854,543213
"247","middle","umpMiddle","FA",1249,434636
"657","low","umpLeft","SL",1673,475253
"3068","high","umpLeft","SL",4195,444489
"4161","low","umpMiddle","CU",5360,601713
"3264","low","umpMiddle","SL",4393,547379
"1523","low","umpMiddle","FA",2555,475582
"389","middle","umpLeft","FA",1404,611177
"749","middle","umpLeft","FA",1765,434158
"711","low","umpRight","FA",1727,434158
"4166","high","umpLeft","FA",5365,546318
"3525","low","umpLeft","CU",4656,457727
"3080","low","umpLeft","FA",4208,519076
"3084","high","umpRight","CU",4212,542979
"2737","high","umpMiddle","SL",3831,642162
"979","low","umpLeft","SL",2008,571740
"38","low","umpLeft","SL",1038,445055
"3362","low","umpLeft","SL",4491,527038
"96","low","umpMiddle","SL",1098,452655
"1231","high","umpMiddle","FA",2263,457763
"4265","high","umpRight","SL",5465,452254
"1921","high","umpRight","SL",2957,547172
"3959","middle","umpLeft","SL",5158,518934
"1409","high","umpRight","SL",2441,430001
"3015","middle","umpLeft","FA",4136,546991
"1533","low","umpRight","SL",2565,502317
"4030","low","umpRight","SL",5229,571448
"4017","low","umpRight","SL",5216,592351
"3984","low","umpRight","CU",5183,453568
"799","low","umpRight","CU",1815,501571
"285","high","umpRight","FA",1287,607776
"2648","low","umpLeft","SL",3741,605486
"2147","low","umpLeft","SL",3192,571448
"3357","low","umpLeft","SL",4486,457803
"1222","low","umpLeft","FA",2254,452655
"2271","low","umpLeft","FA",3319,630111
"2365","middle","umpRight","CU",3414,518934
"4223","low","umpLeft","FA",5422,605509
"1473","high","umpLeft","FA",2505,457787
"2073","middle","umpLeft","FA",3118,430947
"2963","low","umpRight","FA",4072,519203
"2707","middle","umpMiddle","FA",3800,435622
"3499","low","umpLeft","FA",4629,543734
"3345","high","umpRight","FA",4474,624424
"4148","middle","umpMiddle","SL",5347,571437
"4269","high","umpLeft","SL",5469,543063
"20","high","umpLeft","FA",1020,500208
"2547","middle","umpLeft","FA",3634,622534
"1902","low","umpLeft","SL",2938,571448
"830","low","umpLeft","SL",1848,545361
"730","high","umpLeft","FA",1746,435522
"426","middle","umpRight","FA",1441,543408
"511","low","umpLeft","SL",1526,425834
"3523","high","umpLeft","FA",4654,457727
"2358","low","umpRight","CU",3407,542881
"3628","high","umpRight","FA",4761,502671
"1354","middle","umpLeft","FA",2386,571578
"3289","low","umpLeft","SL",4418,429665
"1626","low","umpLeft","CU",2658,455755
"3671","low","umpRight","SL",4805,592273
"1615","low","umpLeft","CU",2647,516782
"967","middle","umpRight","FA",1993,594807
"2530","high","umpRight","CU",3617,434604
"1691","high","umpLeft","SL",2727,542303
"3339","middle","umpLeft","FA",4468,608325
"4112","low","umpLeft","SL",5311,593525
"1384","high","umpRight","CU",2416,630111
"2628","low","umpLeft","FA",3721,595978
"846","low","umpLeft","FA",1866,488862
"1238","middle","umpMiddle","CU",2270,607776
"3200","low","umpLeft","SL",4329,446653
"2689","low","umpLeft","FA",3782,543022
"2421","low","umpRight","FA",3479,456488
"406","low","umpRight","FA",1421,592885
"1244","middle","umpLeft","FA",2276,592620
"1389","low","umpMiddle","FA",2421,571578
"4036","low","umpLeft","FA",5235,605412
"3280","low","umpLeft","SL",4409,488726
"1943","high","umpLeft","SL",2979,491676
"732","low","umpLeft","SL",1748,435522
"827","low","umpLeft","SL",1844,545361
"1745","high","umpLeft","SL",2781,516770
"3625","low","umpRight","FA",4757,502671
"1906","middle","umpMiddle","SL",2942,430605
"78","high","umpMiddle","FA",1078,519083
"1779","middle","umpMiddle","CU",2815,491676
"1618","low","umpLeft","SL",2650,543281
"3815","low","umpLeft","SL",4949,593160
"4271","high","umpMiddle","FA",5471,467055
"3247","high","umpRight","FA",4376,596019
"3943","low","umpRight","CU",5088,500208
"3792","high","umpRight","FA",4926,456715
"947","middle","umpMiddle","SL",1973,571740
"3471","low","umpRight","FA",4600,571448
"3723","low","umpRight","SL",4857,455104
"4001","low","umpLeft","SL",5200,448602
"2566","low","umpLeft","SL",3653,592669
"2587","middle","umpMiddle","CU",3679,605486
"3507","low","umpLeft","FA",4637,518934
"832","low","umpLeft","FA",1850,405395
"202","high","umpLeft","SL",1204,622110
"1547","low","umpRight","FA",2579,457705
"3472","high","umpMiddle","SL",4602,571448
"3267","high","umpLeft","CU",4396,547379
"4109","middle","umpMiddle","SL",5308,596103
"1580","low","umpLeft","SL",2612,457705
"1341","low","umpLeft","FA",2373,502671
"549","low","umpLeft","SL",1565,493351
"2533","low","umpRight","SL",3620,456488
"2219","low","umpMiddle","CU",3267,605113
"2071","middle","umpMiddle","FA",3116,430947
"762","middle","umpMiddle","FA",1778,493316
"2019","low","umpLeft","SL",3064,571976
"2809","high","umpLeft","FA",3909,460026
"3589","low","umpRight","CU",4721,594777
"2608","high","umpRight","FA",3700,596143
"940","high","umpMiddle","FA",1963,571466
"3737","low","umpRight","FA",4871,456715
"2486","middle","umpMiddle","FA",3557,453211
"1047","low","umpRight","FA",2076,493472
"2490","low","umpLeft","FA",3561,456501
"2778","middle","umpLeft","FA",3873,456501
"1622","high","umpRight","FA",2654,455755
"205","low","umpLeft","SL",1207,605509
"61","low","umpRight","CU",1061,425834
"5","high","umpRight","FA",1004,445055
"3121","low","umpRight","CU",4250,547180
"1768","low","umpLeft","FA",2804,457763
"114","high","umpLeft","SL",1116,605509
"4243","middle","umpMiddle","FA",5442,607776
"4019","middle","umpLeft","FA",5218,453568
"3301","high","umpLeft","CU",4430,547379
"3255","low","umpLeft","SL",4384,467793
"160","high","umpRight","CU",1162,457763
"1659","low","umpMiddle","FA",2695,588751
"4204","middle","umpRight","SL",5403,608384
"708","high","umpLeft","SL",1724,446381
"1344","middle","umpLeft","FA",2376,430001
"1511","middle","umpLeft","FA",2543,572191
"2441","low","umpLeft","SL",3507,456488
"154","middle","umpRight","FA",1156,434636
"4280","low","umpLeft","FA",5480,605509
"1086","high","umpMiddle","SL",2117,571841
"2942","low","umpRight","FA",4051,575929
"414","low","umpMiddle","FA",1429,592663
"786","high","umpRight","FA",1802,452678
"1449","high","umpLeft","FA",2481,502517
"717","middle","umpMiddle","FA",1733,431151
"280","high","umpLeft","FA",1282,605509
"1977","low","umpRight","CU",3016,543063
"3101","low","umpRight","SL",4229,541650
"2349","low","umpRight","FA",3398,467827
"182","middle","umpRight","FA",1184,452655
"2277","middle","umpLeft","SL",3325,518614
"1668","high","umpRight","FA",2704,588751
"2869","low","umpLeft","FA",3972,576397
"2001","low","umpLeft","FA",3043,452254
"1530","low","umpLeft","SL",2562,543685
"4356","low","umpRight","CU",5558,448602
"1914","high","umpMiddle","CU",2950,506924
"1048","high","umpLeft","FA",2077,112526
"494","low","umpLeft","CU",1509,445988
"4120","high","umpLeft","FA",5319,543148
"1012","low","umpLeft","SL",2041,571740
"1891","low","umpLeft","CU",2927,518452
"499","middle","umpMiddle","FA",1514,445055
"1750","low","umpMiddle","CU",2786,452104
"1520","high","umpLeft","FA",2552,547180
"2361","middle","umpRight","FA",3410,453568
"1214","middle","umpRight","FA",2246,518692
"1499","low","umpRight","FA",2531,467092
"3682","high","umpRight","FA",4816,518614
"2405","low","umpLeft","SL",3455,543063
"1263","low","umpMiddle","FA",2295,622110
"3464","low","umpRight","CU",4593,453568
"686","low","umpRight","SL",1702,518626
"1564","low","umpLeft","FA",2596,446481
"1192","low","umpMiddle","FA",2224,593495
"1565","middle","umpMiddle","FA",2597,446481
"1482","high","umpLeft","SL",2514,150029
"2958","low","umpLeft","CU",4067,592178
"2247","low","umpLeft","SL",3295,518614
"4121","low","umpLeft","SL",5320,543148
"1100","low","umpLeft","CU",2131,452678
"94","low","umpLeft","FA",1096,452655
"1118","low","umpLeft","FA",2149,493472
"3961","low","umpLeft","SL",5160,448602
"2020","low","umpLeft","SL",3065,571976
"464","low","umpLeft","SL",1479,445988
"3744","low","umpLeft","FA",4878,444876
"3978","middle","umpLeft","FA",5177,592351
"1927","low","umpRight","FA",2963,453568
"379","low","umpLeft","CU",1394,430947
"926","middle","umpMiddle","SL",1949,458015
"1282","low","umpLeft","FA",2314,592620
"3020","high","umpRight","FA",4143,519346
"3897","high","umpLeft","FA",5032,466320
"537","low","umpLeft","FA",1553,461314
"2126","middle","umpMiddle","FA",3171,506924
"1881","high","umpLeft","FA",2917,506924
"1951","low","umpRight","FA",2987,452254
"2567","low","umpLeft","FA",3654,592669
"2618","high","umpMiddle","CU",3710,605486
"530","high","umpRight","CU",1546,445055
"2603","low","umpLeft","FA",3695,592669
"3365","low","umpRight","SL",4494,527038
"2747","low","umpLeft","FA",3841,448605
"4164","low","umpRight","CU",5363,546318
"1481","high","umpMiddle","FA",2513,150029
"1275","low","umpMiddle","FA",2307,543063
"3388","high","umpLeft","SL",4517,624424
"1145","low","umpLeft","FA",2177,455976
"3412","low","umpLeft","SL",4541,527038
"3726","low","umpRight","FA",4860,518614
"2246","low","umpLeft","SL",3294,518614
"1096","high","umpMiddle","FA",2127,434158
"640","high","umpRight","FA",1656,607680
"1428","middle","umpLeft","FA",2460,456422
"427","low","umpLeft","CU",1442,543408
"2754","low","umpMiddle","FA",3849,434604
"2026","low","umpRight","FA",3071,500208
"1794","high","umpLeft","SL",2830,605509
"2705","high","umpRight","CU",3798,448602
"2419","high","umpLeft","SL",3477,456488
"3057","middle","umpLeft","SL",4183,541650
"2127","low","umpLeft","FA",3172,506924
"610","low","umpLeft","CU",1626,518626
"3929","low","umpMiddle","FA",5064,542255
"3638","middle","umpMiddle","SL",4771,455104
"889","high","umpLeft","SL",1912,545361
"1978","low","umpRight","FA",3017,543063
"415","low","umpLeft","CU",1430,592663
"2273","low","umpLeft","SL",3321,592273
"1180","low","umpRight","FA",2212,455976
"1503","low","umpRight","FA",2535,543685
"4181","low","umpLeft","FA",5380,571437
"4114","low","umpRight","FA",5313,605509
"3602","low","umpMiddle","SL",4734,457787
"3511","middle","umpMiddle","FA",4641,571448
"3979","low","umpLeft","CU",5178,592351
"3400","low","umpRight","SL",4529,493316
"3789","low","umpLeft","SL",4923,593527
"1821","high","umpLeft","FA",2857,543063
"2944","middle","umpMiddle","SL",4053,575929
"58","low","umpLeft","FA",1058,425834
"2659","high","umpLeft","FA",3752,453568
"1508","high","umpMiddle","FA",2540,433589
"1939","low","umpLeft","CU",2975,467827
"3570","low","umpRight","SL",4702,455117
"1107","low","umpLeft","SL",2138,435522
"1790","middle","umpMiddle","FA",2826,518516
"1806","low","umpMiddle","CU",2842,457763
"3376","high","umpMiddle","CU",4505,408314
"4244","high","umpRight","FA",5443,607776
"1552","low","umpLeft","SL",2584,628356
"2088","low","umpMiddle","SL",3133,592669
"4132","high","umpLeft","FA",5331,520471
"833","high","umpRight","CU",1851,405395
"227","high","umpLeft","FA",1229,474832
"3364","high","umpRight","CU",4493,527038
"2646","high","umpLeft","FA",3739,605486
"3532","middle","umpLeft","CU",4663,405395
"2918","low","umpLeft","SL",4022,545341
"1674","low","umpLeft","SL",2710,543829
"2185","middle","umpMiddle","SL",3231,448602
"3760","low","umpLeft","FA",4894,593160
"1987","middle","umpRight","FA",3029,491676
"2489","low","umpLeft","FA",3560,456501
"551","low","umpMiddle","FA",1567,489267
"4350","middle","umpMiddle","CU",5552,596115
"2574","middle","umpMiddle","FA",3661,518466
"1424","low","umpLeft","SL",2456,594838
"3107","high","umpRight","SL",4235,444489
"2767","high","umpLeft","FA",3862,605412
"3515","low","umpLeft","FA",4646,448602
"4194","high","umpLeft","FA",5393,571841
"1396","middle","umpMiddle","SL",2428,516416
"3832","low","umpLeft","CU",4966,466320
"2453","low","umpMiddle","FA",3520,453211
"1446","middle","umpLeft","FA",2478,547180
"2037","middle","umpMiddle","FA",3082,468504
"3150","low","umpLeft","SL",4279,544931
"1537","middle","umpRight","CU",2569,502317
"3653","high","umpLeft","SL",4787,444482
"3288","low","umpRight","SL",4417,429665
"469","low","umpLeft","SL",1484,592885
"3025","low","umpLeft","SL",4148,542583
"12","middle","umpMiddle","FA",1011,461314
"2883","low","umpMiddle","FA",3986,545341
"4065","high","umpLeft","FA",5264,452254
"3230","low","umpRight","SL",4359,608070
"1201","high","umpRight","SL",2233,542255
"1524","low","umpLeft","CU",2556,475582
"772","low","umpLeft","SL",1788,493472
"1633","low","umpLeft","SL",2669,543829
"1582","low","umpLeft","SL",2614,457705
"515","low","umpLeft","CU",1530,519083
"371","low","umpLeft","SL",1383,453211
"266","middle","umpLeft","SL",1268,452254
"4139","middle","umpMiddle","FA",5338,608384
"934","middle","umpLeft","CU",1957,594807
"3988","low","umpLeft","FA",5187,518934
"1583","middle","umpMiddle","FA",2615,457705
"1698","low","umpLeft","FA",2734,458731
"1895","low","umpRight","CU",2931,453568
"3008","low","umpRight","FA",4129,608365
"3431","high","umpLeft","FA",4560,571448
"1266","high","umpRight","SL",2298,457763
"2863","middle","umpRight","CU",3966,572039
"4319","low","umpRight","SL",5521,571448
"112","low","umpLeft","CU",1114,474832
"637","middle","umpMiddle","SL",1653,489365
"73","low","umpMiddle","FA",1073,489267
"3544","middle","umpLeft","FA",4675,457787
"1465","middle","umpMiddle","FA",2497,543685
"2003","low","umpLeft","SL",3045,452254
"2854","low","umpRight","FA",3957,649557
"1697","high","umpLeft","SL",2733,542303
"619","middle","umpLeft","SL",1635,429665
"1491","high","umpLeft","SL",2523,502517
"2853","low","umpRight","CU",3956,649557
"4119","high","umpRight","FA",5318,605509
"3709","high","umpLeft","FA",4843,502671
"3651","middle","umpLeft","FA",4784,571578
"3620","middle","umpLeft","SL",4752,572041
"1333","low","umpRight","FA",2365,516416
"2171","low","umpMiddle","SL",3216,572863
"2786","low","umpLeft","FA",3881,448605
"3259","low","umpLeft","SL",4388,429665
"4046","low","umpMiddle","CU",5245,460026
"925","high","umpRight","FA",1948,458015
"1599","middle","umpLeft","FA",2631,641771
"679","low","umpLeft","FA",1695,607680
"3269","middle","umpMiddle","FA",4398,547379
"2408","low","umpMiddle","SL",3458,543063
"3933","middle","umpLeft","SL",5068,408252
"3718","low","umpRight","SL",4852,592273
"3411","low","umpRight","CU",4540,527038
"164","high","umpLeft","FA",1166,452254
"234","high","umpRight","FA",1236,605509
"2602","high","umpLeft","SL",3694,592669
"2295","low","umpLeft","SL",3344,453568
"2554","low","umpLeft","FA",3641,571976
"1882","low","umpRight","SL",2918,506924
"1610","low","umpRight","SL",2642,628356
"4040","low","umpLeft","FA",5239,452254
"2491","high","umpMiddle","FA",3562,456501
"3564","low","umpLeft","SL",4696,488862
"3182","low","umpRight","FA",4311,607208
"3916","high","umpLeft","FA",5051,573135
"3403","low","umpLeft","SL",4532,457803
"3908","low","umpRight","SL",5043,541645
"3048","middle","umpLeft","FA",4174,519346
"2253","middle","umpRight","CU",3301,425772
"3524","low","umpMiddle","SL",4655,457727
"253","high","umpLeft","SL",1255,605412
"4326","high","umpRight","FA",5528,471865
"2143","high","umpRight","FA",3188,453568
"3893","low","umpRight","FA",5028,641553
"3194","middle","umpLeft","CU",4323,543685
"922","high","umpRight","FA",1945,458015
"410","low","umpLeft","SL",1425,519317
"722","middle","umpMiddle","FA",1738,493316
"921","low","umpMiddle","FA",1944,571740
"2159","low","umpLeft","SL",3204,467827
"2052","low","umpMiddle","SL",3097,571976
"3099","low","umpLeft","SL",4227,541650
"1505","low","umpRight","FA",2537,543685
"2154","low","umpLeft","SL",3199,448602
"4058","low","umpLeft","SL",5257,456501
"99","middle","umpRight","SL",1101,434636
"2541","low","umpLeft","CU",3628,605412
"1083","low","umpRight","CU",2114,493472
"553","low","umpLeft","SL",1569,489267
"2006","high","umpMiddle","FA",3048,434636
"1070","low","umpRight","FA",2100,501571
"3844","low","umpLeft","FA",4978,573135
"3475","low","umpRight","CU",4605,448602
"3836","high","umpRight","CU",4970,547989
"333","middle","umpLeft","SL",1339,452095
"654","high","umpRight","FA",1670,475253
"2265","low","umpLeft","FA",3313,572008
"2120","low","umpRight","SL",3165,596115
"223","middle","umpRight","FA",1225,452254
"477","low","umpRight","FA",1492,542303
"714","middle","umpRight","FA",1730,452678
"263","high","umpRight","FA",1265,452254
"3935","high","umpLeft","FA",5070,518692
"2017","high","umpMiddle","CU",3062,622534
"3562","high","umpRight","FA",4694,488862
"2891","middle","umpMiddle","FA",3994,572039
"3614","low","umpMiddle","FA",4746,572041
"3209","high","umpRight","FA",4338,543401
"1052","middle","umpMiddle","FA",2081,112526
"2331","high","umpLeft","FA",3380,453568
"3794","high","umpRight","FA",4928,456715
"4094","low","umpLeft","SL",5293,452254
"3426","high","umpLeft","FA",4555,453568
"1113","low","umpLeft","FA",2144,501571
"653","high","umpLeft","FA",1669,429665
"4129","middle","umpRight","FA",5328,546318
"2213","middle","umpLeft","FA",3261,592273
"2414","middle","umpLeft","FA",3464,453211
"4007","low","umpLeft","FA",5206,471865
"4213","low","umpLeft","FA",5412,656555
"3438","low","umpLeft","SL",4567,448602
"1213","low","umpLeft","SL",2245,518692
"1133","high","umpLeft","CU",2164,518692
"4227","low","umpLeft","SL",5426,605509
"79","middle","umpLeft","CU",1079,519083
"3170","low","umpLeft","SL",4299,543685
"95","high","umpRight","FA",1097,452655
"1330","low","umpLeft","CU",2362,516416
"2255","high","umpRight","FA",3303,425772
"2275","low","umpRight","FA",3323,592273
"744","high","umpLeft","FA",1760,112526
"1853","middle","umpMiddle","SL",2889,453568
"2711","high","umpLeft","FA",3804,642162
"3007","low","umpLeft","CU",4128,575929
"1323","low","umpLeft","SL",2355,623143
"1431","low","umpRight","CU",2463,456422
"2286","middle","umpMiddle","CU",3334,455104
"3373","middle","umpRight","FA",4502,518595
"946","low","umpRight","SL",1972,446359
"910","low","umpRight","FA",1933,527043
"696","high","umpMiddle","SL",1712,429665
"2302","low","umpLeft","SL",3351,518934
"954","low","umpRight","FA",1980,458015
"572","middle","umpLeft","FA",1588,461314
"2717","middle","umpLeft","FA",3810,543734
"3077","high","umpLeft","FA",4205,606115
"888","low","umpLeft","SL",1911,545361
"46","low","umpLeft","SL",1046,461314
"3081","middle","umpMiddle","FA",4209,519076
"3694","low","umpLeft","SL",4828,572041
"1325","low","umpLeft","SL",2357,452655
"4214","low","umpLeft","SL",5413,656555
"2379","low","umpLeft","SL",3428,596115
"3676","low","umpRight","FA",4810,455104
"4248","low","umpLeft","FA",5447,608717
"2627","high","umpLeft","SL",3720,595978
"1826","middle","umpMiddle","FA",2862,474832
"1574","middle","umpLeft","SL",2606,641771
"391","middle","umpLeft","FA",1406,452095
"4056","middle","umpLeft","FA",5255,456501
"2508","high","umpLeft","SL",3588,457763
"1591","middle","umpLeft","FA",2623,543281
"3156","high","umpRight","CU",4285,430605
"4315","high","umpLeft","FA",5517,518934
"805","middle","umpLeft","SL",1821,493472
"2240","low","umpLeft","CU",3288,630111
"2548","high","umpLeft","FA",3635,622534
"4279","middle","umpMiddle","FA",5479,491676
"259","low","umpRight","CU",1261,452254
"4305","low","umpRight","SL",5506,593525
"4284","high","umpLeft","SL",5484,457763
"1856","high","umpLeft","FA",2892,453568
"1770","high","umpMiddle","FA",2806,452254
"2630","low","umpMiddle","SL",3723,592669
"3540","high","umpLeft","FA",4671,455117
"2350","high","umpLeft","SL",3399,467827
"3093","high","umpRight","FA",4221,542583
"2136","high","umpLeft","FA",3181,592351
"3743","low","umpLeft","SL",4877,444876
"1289","middle","umpMiddle","FA",2321,452655
"3320","low","umpRight","FA",4449,493316
"3076","low","umpMiddle","FA",4204,542340
"540","low","umpLeft","CU",1556,425834
"3318","low","umpLeft","SL",4447,608061
"138","high","umpMiddle","SL",1140,622110
"2955","low","umpLeft","SL",4064,595879
"4116","low","umpLeft","SL",5315,605509
"252","high","umpLeft","FA",1254,605412
"3244","low","umpLeft","SL",4373,543401
"32","low","umpRight","FA",1032,475115
"2195","high","umpMiddle","SL",3241,572863
"215","high","umpLeft","SL",1217,605412
"1190","middle","umpMiddle","FA",2222,611177
"1817","high","umpLeft","FA",2853,491676
"650","middle","umpMiddle","SL",1666,430832
"1479","low","umpLeft","CU",2511,572191
"1722","low","umpLeft","FA",2758,592122
"23","low","umpRight","SL",1023,500208
"4240","middle","umpLeft","CU",5439,543063
"1014","middle","umpRight","CU",2043,571740
"6","low","umpLeft","FA",1005,445055
