"","target_vertical","target_horizontal","target_type","index","batter"
"324","low","umpRight","CU",1330,518692
"18","low","umpMiddle","SL",1018,571976
"3756","low","umpLeft","FA",4890,518633
"1085","low","umpLeft","FA",2116,571841
"539","low","umpLeft","SL",1555,425834
"2063","high","umpLeft","FA",3108,592669
"1706","low","umpLeft","FA",2742,596142
"4104","low","umpLeft","SL",5303,460026
"2718","middle","umpMiddle","FA",3811,543734
"3395","low","umpRight","SL",4524,624424
"2703","middle","umpRight","FA",3796,448602
"3229","high","umpLeft","FA",4358,608070
"668","middle","umpMiddle","FA",1684,459431
"2228","low","umpRight","FA",3276,572041
"55","middle","umpRight","FA",1055,500208
"2475","middle","umpLeft","FA",3546,434604
"2024","low","umpLeft","FA",3069,500208
"1206","high","umpRight","FA",2238,488818
"3697","low","umpRight","FA",4831,572041
"2328","low","umpLeft","FA",3377,542881
"239","low","umpLeft","CU",1241,518516
"2519","high","umpRight","FA",3599,605412
"3677","low","umpRight","SL",4811,455104
"2653","low","umpLeft","FA",3746,571976
"3429","low","umpMiddle","FA",4558,518934
"2968","low","umpLeft","CU",4084,518792
"740","middle","umpMiddle","CU",1756,493472
"590","middle","umpLeft","SL",1606,477165
"180","high","umpLeft","FA",1182,501303
"3082","low","umpMiddle","FA",4210,519076
"788","high","umpMiddle","FA",1804,431151
"3317","low","umpLeft","SL",4446,608061
"839","low","umpLeft","SL",1859,463610
"612","low","umpLeft","FA",1628,430832
"1025","low","umpLeft","SL",2054,493316
"2382","low","umpLeft","SL",3431,572863
"1489","middle","umpMiddle","FA",2521,502517
"1373","high","umpLeft","SL",2405,456078
"3271","low","umpRight","SL",4400,543706
"3818","low","umpLeft","FA",4952,543333
"1667","high","umpLeft","FA",2703,588751
"728","high","umpMiddle","FA",1744,435522
"1072","middle","umpRight","FA",2102,501571
"1907","middle","umpMiddle","FA",2943,467827
"3134","high","umpLeft","FA",4263,543685
"1867","low","umpLeft","SL",2903,430605
"3579","low","umpLeft","CU",4711,458913
"4039","low","umpLeft","FA",5238,605412
"2565","high","umpMiddle","FA",3652,592669
"7","low","umpLeft","FA",1006,519083
"4149","high","umpMiddle","SL",5348,571437
"1432","middle","umpLeft","FA",2464,572191
"2721","middle","umpLeft","CU",3814,453568
"2129","low","umpRight","FA",3174,506924
"2502","low","umpLeft","FA",3582,452254
"4144","low","umpLeft","SL",5343,656555
"2483","high","umpMiddle","CU",3554,605412
"3145","low","umpMiddle","FA",4274,544931
"4264","middle","umpRight","FA",5464,452254
"945","low","umpLeft","SL",1971,446359
"2938","high","umpMiddle","FA",4047,575929
"4171","low","umpLeft","FA",5370,608384
"2651","low","umpLeft","SL",3744,571976
"3777","high","umpRight","FA",4911,460077
"2398","high","umpLeft","SL",3448,457763
"2957","low","umpLeft","SL",4066,592178
"3043","middle","umpMiddle","FA",4167,519076
"2761","low","umpLeft","CU",3856,607776
"3234","high","umpMiddle","FA",4363,457706
"1647","high","umpLeft","SL",2683,542303
"1039","low","umpLeft","SL",2068,501571
"2471","high","umpLeft","FA",3542,457763
"670","high","umpLeft","FA",1686,446381
"106","low","umpRight","SL",1108,622110
"3401","low","umpRight","FA",4530,493316
"3252","middle","umpLeft","FA",4381,488726
"1466","low","umpLeft","CU",2498,543685
"672","high","umpRight","SL",1688,446381
"2642","low","umpMiddle","SL",3735,622534
"1886","low","umpLeft","FA",2922,547172
"2876","high","umpLeft","SL",3979,425509
"2529","low","umpLeft","FA",3616,434604
"755","low","umpLeft","SL",1771,431151
"344","low","umpLeft","SL",1355,430947
"2207","low","umpRight","FA",3254,630111
"264","middle","umpLeft","SL",1266,452254
"4344","high","umpRight","FA",5546,571448
"2142","middle","umpLeft","FA",3187,453568
"1672","high","umpLeft","FA",2708,543829
"3505","low","umpRight","FA",4635,518934
"1645","high","umpRight","CU",2681,592885
"2617","high","umpLeft","FA",3709,605486
"1197","high","umpLeft","FA",2229,502032
"1627","low","umpLeft","FA",2659,455755
"1762","high","umpMiddle","FA",2798,456488
"1546","middle","umpMiddle","SL",2578,501896
"178","low","umpLeft","SL",1180,501303
"712","low","umpMiddle","FA",1728,434158
"2135","high","umpRight","FA",3180,592351
"4041","middle","umpLeft","SL",5240,452254
"4118","low","umpMiddle","SL",5317,605509
"2314","low","umpRight","SL",3363,448602
"595","low","umpLeft","FA",1611,445055
"1347","high","umpLeft","SL",2379,456078
"376","middle","umpMiddle","SL",1391,607054
"2367","low","umpLeft","SL",3416,571448
"1073","low","umpLeft","FA",2103,527038
"2905","low","umpLeft","SL",4009,425877
"791","low","umpLeft","CU",1807,493316
"3520","low","umpLeft","SL",4651,435622
"3155","low","umpLeft","SL",4284,430605
"3859","low","umpLeft","FA",4993,641553
"2208","low","umpLeft","CU",3255,630111
"568","low","umpLeft","FA",1584,571976
"2285","high","umpRight","FA",3333,455104
"773","middle","umpRight","SL",1789,493472
"3333","low","umpRight","SL",4462,518595
"1970","low","umpRight","CU",3009,457763
"2888","low","umpLeft","SL",3991,451594
"2051","low","umpRight","SL",3096,571976
"1078","high","umpRight","CU",2108,608700
"434","middle","umpLeft","SL",1449,445988
"1763","middle","umpMiddle","FA",2799,456488
"2402","low","umpRight","SL",3452,457763
"812","middle","umpMiddle","FA",1828,434158
"2769","high","umpMiddle","FA",3864,605412
"1353","high","umpMiddle","SL",2385,605113
"4183","middle","umpLeft","FA",5382,571437
"428","middle","umpLeft","FA",1443,543829
"1366","low","umpLeft","SL",2398,516416
"2829","low","umpMiddle","FA",3931,572039
"4186","low","umpMiddle","FA",5385,596748
"2305","low","umpRight","SL",3354,571448
"1581","high","umpLeft","SL",2613,457705
"2779","high","umpLeft","FA",3874,456501
"885","high","umpLeft","FA",1908,594777
"871","high","umpLeft","FA",1891,453203
"490","low","umpLeft","FA",1505,543829
"1122","middle","umpLeft","SL",2153,493472
"1875","middle","umpMiddle","FA",2911,506924
"1560","low","umpLeft","SL",2592,455755
"3678","low","umpLeft","SL",4812,518614
"2081","middle","umpRight","CU",3126,622534
"3757","middle","umpRight","FA",4891,518633
"3260","low","umpRight","CU",4389,429665
"873","low","umpMiddle","SL",1893,453203
"2676","high","umpRight","FA",3769,471865
"3899","low","umpRight","SL",5034,466320
"680","low","umpRight","SL",1696,607680
"22","middle","umpRight","FA",1022,500208
"1304","middle","umpLeft","FA",2336,474832
"3663","low","umpRight","CU",4797,502671
"4336","low","umpMiddle","FA",5538,608566
"1164","high","umpLeft","FA",2196,502032
"4349","high","umpMiddle","SL",5551,571448
"2953","middle","umpLeft","FA",4062,452657
"3125","low","umpLeft","SL",4254,547180
"4190","high","umpRight","FA",5389,641487
"1961","high","umpLeft","FA",2997,605412
"1295","low","umpLeft","FA",2327,622110
"3175","low","umpLeft","SL",4304,572191
"2455","low","umpMiddle","SL",3522,453211
"4296","middle","umpRight","SL",5497,543063
"817","low","umpRight","FA",1834,431151
"2817","high","umpRight","FA",3917,448605
"2613","low","umpLeft","SL",3705,622534
"2570","high","umpLeft","FA",3657,592669
"2011","high","umpLeft","CU",3053,605412
"1563","high","umpLeft","FA",2595,446481
"2815","high","umpLeft","FA",3915,460026
"795","high","umpRight","CU",1811,435522
"1858","high","umpLeft","SL",2894,518614
"3130","middle","umpLeft","SL",4259,543685
"3312","high","umpMiddle","FA",4441,624424
"3626","middle","umpRight","FA",4759,502671
"1235","low","umpRight","CU",2267,474832
"3071","middle","umpLeft","FA",4198,444489
"3937","high","umpLeft","SL",5072,461314
"4352","low","umpLeft","SL",5554,596115
"70","high","umpMiddle","FA",1070,605486
"3392","middle","umpMiddle","SL",4521,624424
"2731","high","umpMiddle","FA",3825,471865
"1541","middle","umpRight","FA",2573,474568
"681","high","umpLeft","FA",1697,607680
"4342","low","umpRight","FA",5544,518934
"4117","high","umpLeft","FA",5316,605509
"398","high","umpRight","FA",1413,543829
"3685","low","umpRight","FA",4819,606466
"1368","high","umpLeft","SL",2400,592273
"183","low","umpMiddle","SL",1185,452655
"2528","high","umpLeft","CU",3615,457763
"814","middle","umpMiddle","FA",1830,452678
"1789","middle","umpMiddle","CU",2825,518516
"1624","low","umpMiddle","CU",2656,455755
"141","low","umpLeft","SL",1143,474832
"2861","middle","umpMiddle","FA",3964,451594
"1237","high","umpRight","FA",2269,607776
"2885","high","umpMiddle","FA",3988,458681
"2538","middle","umpMiddle","FA",3625,456488
"2742","middle","umpRight","CU",3836,572863
"4003","low","umpMiddle","FA",5202,596115
"2532","middle","umpMiddle","FA",3619,456488
"1272","low","umpMiddle","FA",2304,607776
"3440","low","umpRight","CU",4569,448602
"2177","low","umpLeft","SL",3222,453568
"1076","high","umpRight","FA",2106,527038
"181","middle","umpMiddle","SL",1183,452655
"614","low","umpMiddle","FA",1630,430832
"1058","middle","umpLeft","SL",2087,452678
"2684","low","umpMiddle","SL",3777,572863
"1021","low","umpLeft","SL",2050,493316
"545","high","umpMiddle","SL",1561,493351
"2584","low","umpLeft","CU",3676,622534
"224","high","umpLeft","FA",1226,474832
"2327","middle","umpMiddle","FA",3376,542881
"2411","high","umpLeft","FA",3461,605412
"233","middle","umpMiddle","FA",1235,605509
"4270","middle","umpMiddle","SL",5470,543063
"2074","middle","umpLeft","FA",3119,542194
"387","low","umpLeft","SL",1402,518692
"3319","low","umpLeft","CU",4448,608061
"1711","low","umpLeft","FA",2747,452104
"828","low","umpLeft","FA",1845,545361
"1715","high","umpMiddle","FA",2751,544369
"2111","low","umpMiddle","SL",3156,571448
"1712","low","umpLeft","CU",2748,452104
"1084","middle","umpMiddle","SL",2115,493472
"4038","low","umpLeft","SL",5237,605412
"2050","high","umpLeft","SL",3095,571976
"3622","low","umpLeft","FA",4754,444482
"1402","low","umpLeft","SL",2434,592273
"1784","high","umpRight","FA",2820,474832
"3615","low","umpLeft","CU",4747,572041
"437","middle","umpRight","FA",1452,445988
"4145","low","umpLeft","FA",5344,571437
"4218","low","umpLeft","SL",5417,596748
"2078","low","umpRight","SL",3123,608671
"2959","low","umpRight","SL",4068,592178
"3856","low","umpMiddle","SL",4990,607345
"1388","low","umpLeft","FA",2420,571578
"2542","low","umpLeft","SL",3629,605412
"1400","high","umpLeft","FA",2432,592273
"4061","low","umpLeft","SL",5260,491676
"1123","middle","umpMiddle","FA",2154,624424
"4004","low","umpRight","FA",5203,596115
"1967","high","umpLeft","FA",3006,474832
"3882","low","umpLeft","CU",5017,573135
"1175","middle","umpMiddle","FA",2207,425796
"84","low","umpLeft","SL",1084,461314
"4073","low","umpLeft","CU",5272,596103
"2283","low","umpRight","CU",3331,455104
"2595","low","umpMiddle","SL",3687,595978
"1490","low","umpLeft","SL",2522,502517
"2406","high","umpLeft","FA",3456,543063
"3371","high","umpRight","CU",4500,518595
"3451","low","umpMiddle","SL",4580,596115
"3875","low","umpLeft","SL",5009,571602
"3215","high","umpMiddle","FA",4344,488726
"3837","high","umpLeft","SL",4971,541645
"3238","high","umpLeft","FA",4367,457706
"1184","low","umpLeft","SL",2216,452095
"1313","low","umpLeft","FA",2345,592620
"3999","low","umpLeft","FA",5198,448602
"157","low","umpRight","CU",1159,434636
"2743","middle","umpRight","FA",3837,456488
"3398","low","umpRight","SL",4527,608061
"2581","low","umpRight","CU",3668,596143
"4335","middle","umpMiddle","CU",5537,518960
"1714","low","umpMiddle","CU",2750,452104
"1488","middle","umpLeft","SL",2520,547180
"1957","low","umpRight","FA",2993,605412
"4032","low","umpRight","CU",5231,571448
"221","low","umpLeft","FA",1223,452254
"779","low","umpLeft","SL",1795,434158
"403","low","umpLeft","SL",1418,445988
"1119","low","umpLeft","SL",2150,493472
"2348","low","umpRight","CU",3397,448602
"803","low","umpRight","CU",1819,493472
"1305","low","umpLeft","FA",2337,474832
"3874","middle","umpMiddle","FA",5008,571602
"3214","low","umpRight","SL",4343,488726
"1362","high","umpLeft","FA",2394,456422
"2404","low","umpRight","SL",3454,543063
"230","low","umpRight","CU",1232,622110
"4361","middle","umpRight","FA",5563,471865
"3428","high","umpRight","FA",4557,518934
"1345","middle","umpLeft","FA",2377,430001
"1324","middle","umpLeft","FA",2356,452655
"1168","middle","umpLeft","SL",2200,518692
"620","middle","umpMiddle","SL",1636,475253
"2166","low","umpLeft","SL",3211,572863
"2053","low","umpRight","CU",3098,571976
"3578","middle","umpMiddle","FA",4710,458913
"1791","middle","umpMiddle","FA",2827,605509
"1395","middle","umpLeft","FA",2427,516416
"3841","low","umpLeft","SL",4975,541645
"3749","low","umpMiddle","SL",4883,624585
"2558","middle","umpLeft","FA",3645,500208
"2355","middle","umpMiddle","SL",3404,572863
"1037","high","umpRight","FA",2066,501571
"4325","middle","umpLeft","FA",5527,448602
"3095","high","umpRight","CU",4223,542583
"1255","middle","umpLeft","FA",2287,605412
"1646","high","umpLeft","FA",2682,542303
"2301","high","umpRight","FA",3350,518934
"8","low","umpRight","CU",1007,519083
"3487","high","umpRight","FA",4617,596115
"303","middle","umpMiddle","SL",1305,452095
"3952","low","umpLeft","SL",5151,453568
"2267","low","umpRight","CU",3315,502671
"1677","low","umpRight","CU",2713,592663
"1727","low","umpRight","SL",2763,592122
"2685","high","umpLeft","CU",3778,572863
"101","middle","umpRight","CU",1103,457763
"3901","low","umpLeft","CU",5036,466320
"1636","low","umpLeft","FA",2672,592663
"2014","low","umpRight","FA",3059,622534
"4015","low","umpLeft","CU",5214,592351
"1662","high","umpRight","FA",2698,588751
"356","middle","umpMiddle","FA",1368,518692
"2577","middle","umpMiddle","FA",3664,518466
"748","middle","umpRight","FA",1764,434158
"278","high","umpLeft","FA",1280,605509
"1519","high","umpLeft","SL",2551,547180
"3421","low","umpMiddle","FA",4550,453568
"1297","low","umpLeft","SL",2329,622110
"3497","low","umpLeft","CU",4627,608596
"3734","low","umpLeft","FA",4868,456715
"2094","low","umpMiddle","FA",3139,595978
"1367","low","umpLeft","FA",2399,592273
"2762","low","umpLeft","SL",3857,607776
"360","low","umpMiddle","SL",1372,611177
"2636","low","umpLeft","FA",3729,596143
"243","middle","umpMiddle","FA",1245,453923
"2425","middle","umpLeft","FA",3483,543063
"3491","low","umpLeft","FA",4621,606132
"664","middle","umpLeft","FA",1680,459431
"3061","low","umpLeft","SL",4187,570267
"2146","low","umpLeft","SL",3191,518934
"429","low","umpLeft","CU",1444,543829
"767","high","umpLeft","FA",1783,501571
"647","low","umpLeft","CU",1663,518626
"2775","low","umpLeft","SL",3870,491676
"2920","low","umpMiddle","SL",4024,502054
"3377","middle","umpRight","CU",4506,408314
"3427","middle","umpMiddle","SL",4556,453568
"2496","middle","umpMiddle","CU",3567,491676
"1759","high","umpLeft","FA",2795,519222
"604","low","umpLeft","FA",1620,518626
"4316","low","umpLeft","FA",5518,571448
"3593","low","umpRight","CU",4725,488862
"3444","high","umpLeft","FA",4573,448602
"715","middle","umpLeft","SL",1731,452678
"4099","middle","umpMiddle","SL",5298,457763
"425","low","umpMiddle","FA",1440,543408
"516","high","umpLeft","FA",1531,519083
"3862","low","umpRight","SL",4996,641553
"4367","middle","umpLeft","FA",5569,608566
"893","middle","umpLeft","FA",1916,405395
"3838","low","umpLeft","SL",4972,541645
"31","low","umpLeft","FA",1031,475115
"1425","low","umpLeft","SL",2457,594838
"3211","high","umpMiddle","FA",4340,596019
"119","middle","umpLeft","FA",1121,501303
"3208","high","umpRight","FA",4337,543401
"1897","low","umpLeft","SL",2933,518614
"256","high","umpLeft","SL",1258,457763
"2288","high","umpRight","FA",3336,572041
"1995","low","umpLeft","SL",3037,457763
"557","low","umpLeft","FA",1573,519141
"4357","middle","umpMiddle","FA",5559,448602
"2097","low","umpRight","SL",3142,595978
"1059","middle","umpLeft","SL",2088,452678
"3947","low","umpLeft","FA",5146,453568
"174","low","umpLeft","SL",1176,605509
"2638","low","umpLeft","SL",3731,572114
"3417","low","umpRight","CU",4546,518595
"3588","high","umpRight","FA",4720,594777
"1315","low","umpLeft","SL",2347,592620
"1156","middle","umpLeft","FA",2188,593495
"394","middle","umpMiddle","FA",1409,543829
"3680","high","umpRight","SL",4814,518614
"1183","low","umpLeft","FA",2215,452095
"24","high","umpLeft","FA",1024,500208
"1043","high","umpLeft","FA",2072,608700
"580","low","umpRight","CU",1596,493351
"2699","low","umpLeft","FA",3792,571448
"4043","high","umpMiddle","CU",5242,452254
"3596","low","umpLeft","SL",4728,488862
"177","high","umpMiddle","FA",1179,453923
"345","high","umpMiddle","CU",1356,430947
"3262","middle","umpLeft","SL",4391,608070
"216","high","umpLeft","SL",1218,457763
"3656","high","umpMiddle","SL",4790,444482
"2624","middle","umpLeft","FA",3716,500208
"395","high","umpRight","FA",1410,543829
"3590","middle","umpRight","FA",4722,405395
"2545","low","umpLeft","FA",3632,605412
"3245","middle","umpLeft","SL",4374,543401
"1743","middle","umpMiddle","FA",2779,516770
"2099","low","umpMiddle","SL",3144,453568
"3306","high","umpLeft","FA",4435,543706
"1318","low","umpRight","FA",2350,592620
"355","high","umpRight","FA",1367,518692
"1589","high","umpLeft","FA",2621,516782
"2656","high","umpRight","CU",3749,571976
"3369","low","umpRight","SL",4498,518595
"3722","high","umpRight","FA",4856,455104
"1128","high","umpLeft","FA",2159,542255
"3995","low","umpRight","SL",5194,448602
"1470","high","umpLeft","FA",2502,543685
"2248","middle","umpMiddle","FA",3296,518614
"3649","low","umpRight","FA",4782,571578
"811","low","umpLeft","SL",1827,434158
"883","low","umpRight","CU",1906,488862
"2835","low","umpLeft","SL",3937,572761
"4178","low","umpMiddle","SL",5377,656555
"2429","high","umpRight","FA",3487,460026
"3761","low","umpLeft","CU",4895,593160
"417","high","umpRight","FA",1432,592663
"2935","middle","umpRight","FA",4044,518792
"1067","low","umpRight","CU",2097,435522
"2551","low","umpLeft","SL",3638,605486
"1385","high","umpLeft","SL",2417,630111
"3617","low","umpMiddle","SL",4749,572041
"1572","high","umpLeft","SL",2604,641771
"276","high","umpRight","CU",1278,622110
"2520","middle","umpMiddle","FA",3600,453211
"787","middle","umpMiddle","FA",1803,452678
"2980","low","umpLeft","SL",4096,608365
"4191","high","umpLeft","CU",5390,641487
"2525","low","umpMiddle","SL",3605,491676
"2274","low","umpRight","CU",3322,592273
"4173","high","umpLeft","SL",5372,608384
"1413","low","umpRight","CU",2445,456078
"792","high","umpRight","FA",1808,493316
"825","high","umpRight","SL",1842,594777
"1150","low","umpRight","CU",2182,611177
"1121","low","umpLeft","FA",2152,493472
"4273","middle","umpLeft","SL",5473,607776
"3094","low","umpRight","CU",4222,542583
"1720","middle","umpMiddle","CU",2756,608701
"2140","high","umpRight","SL",3185,453568
"843","low","umpLeft","SL",1863,488862
"2902","high","umpLeft","CU",4005,576397
"4262","low","umpLeft","FA",5462,452254
"2833","middle","umpLeft","FA",3935,572761
"890","middle","umpRight","CU",1913,545361
"1170","high","umpLeft","SL",2202,425796
"3992","middle","umpMiddle","FA",5191,571448
"2740","middle","umpLeft","SL",3834,572863
"1399","high","umpLeft","SL",2431,592273
"1236","high","umpLeft","FA",2268,474832
"4303","low","umpRight","FA",5504,607776
"2990","low","umpRight","FA",4106,595879
"3684","low","umpMiddle","CU",4818,606466
"4092","low","umpLeft","CU",5291,452254
"3256","high","umpLeft","FA",4385,467793
"584","low","umpLeft","SL",1600,489267
"4050","low","umpLeft","SL",5249,593525
"585","low","umpLeft","SL",1601,489267
"3086","high","umpRight","FA",4214,542979
"1854","low","umpRight","FA",2890,453568
"3276","high","umpMiddle","FA",4405,543401
"1288","low","umpLeft","CU",2320,452655
"111","middle","umpMiddle","FA",1113,474832
"1749","low","umpLeft","FA",2785,452104
"3973","middle","umpMiddle","FA",5172,471865
"2855","high","umpRight","FA",3958,545341
"129","high","umpLeft","FA",1131,434636
"1689","middle","umpLeft","SL",2725,592885
"2451","low","umpRight","CU",3518,605412
"3781","low","umpLeft","FA",4915,518633
"3049","middle","umpLeft","CU",4175,519346
"3065","low","umpLeft","SL",4192,444489
"1708","high","umpLeft","FA",2744,596142
"3938","high","umpLeft","SL",5073,461314
"3352","low","umpMiddle","FA",4481,608061
"1340","middle","umpLeft","SL",2372,502671
"688","low","umpMiddle","SL",1704,430832
"615","low","umpRight","SL",1631,430832
"2802","low","umpRight","FA",3902,605412
"2805","middle","umpMiddle","FA",3905,491676
"1144","high","umpMiddle","SL",2176,455976
"36","middle","umpRight","FA",1036,445055
"66","low","umpMiddle","FA",1066,605486
"2287","middle","umpMiddle","SL",3335,572041
"4002","low","umpRight","FA",5201,467827
"4122","low","umpLeft","SL",5321,543148
"3380","low","umpLeft","SL",4509,608325
"1430","middle","umpMiddle","SL",2462,456422
"3420","low","umpMiddle","CU",4549,408314
"2841","middle","umpRight","FA",3944,425509
"1245","high","umpRight","FA",2277,592620
"1656","middle","umpLeft","FA",2692,453400
"1240","middle","umpMiddle","FA",2272,543063
"3295","low","umpRight","SL",4424,457706
"1028","low","umpLeft","FA",2057,435522
"190","middle","umpLeft","SL",1192,457763
"4169","low","umpRight","CU",5368,520471
"139","middle","umpLeft","FA",1141,622110
"2028","low","umpLeft","FA",3073,572114
"3662","low","umpRight","FA",4796,502671
"3450","low","umpLeft","SL",4579,435622
"4163","middle","umpMiddle","FA",5362,601713
"3748","low","umpLeft","SL",4882,624585
"2991","low","umpLeft","CU",4107,595879
"463","high","umpLeft","FA",1478,445988
"3021","low","umpLeft","SL",4144,519346
"2145","high","umpMiddle","FA",3190,453568
"599","high","umpLeft","FA",1615,607680
"1020","low","umpLeft","SL",2049,493316
"3607","middle","umpRight","CU",4739,457787
"2803","high","umpLeft","SL",3903,605412
"288","high","umpLeft","SL",1290,607776
"3183","low","umpMiddle","CU",4312,607208
"3880","low","umpLeft","CU",5015,573135
"4211","low","umpLeft","SL",5410,656555
"1321","low","umpLeft","SL",2353,623143
"1165","low","umpMiddle","SL",2197,542255
"319","high","umpMiddle","SL",1325,593495
"2499","high","umpRight","SL",3579,452254
"3019","low","umpLeft","FA",4142,519346
"768","low","umpLeft","FA",1784,608700
"4014","low","umpLeft","FA",5213,592351
"823","middle","umpRight","CU",1840,594777
"1827","high","umpMiddle","FA",2863,474832
"1679","low","umpLeft","FA",2715,445988
"3667","low","umpLeft","SL",4801,572008
"859","low","umpLeft","FA",1879,545361
"2753","low","umpRight","FA",3848,434604
"3074","high","umpLeft","SL",4202,542340
"2974","low","umpLeft","FA",4090,575929
"244","low","umpLeft","CU",1246,453923
"3569","low","umpRight","FA",4701,527043
"1387","middle","umpMiddle","FA",2419,605113
"2933","low","umpMiddle","FA",4037,519203
"56","low","umpRight","CU",1056,500208
"2635","low","umpMiddle","FA",3728,518466
"1650","low","umpLeft","CU",2686,425796
"2839","low","umpLeft","SL",3942,425877
"4031","high","umpRight","FA",5230,571448
"2463","low","umpLeft","FA",3530,491676
"3384","high","umpLeft","FA",4513,606160
"1141","low","umpLeft","SL",2172,455976
"287","high","umpRight","SL",1289,607776
"1761","low","umpLeft","SL",2797,519222
"4055","high","umpRight","FA",5254,456501
"3975","high","umpLeft","FA",5174,518960
"3476","low","umpRight","SL",4606,448602
"3966","low","umpRight","SL",5165,596115
"2945","middle","umpMiddle","FA",4054,575929
"1319","low","umpLeft","FA",2351,592620
"2897","high","umpMiddle","FA",4000,572761
"135","low","umpLeft","SL",1137,452254
"1518","high","umpLeft","SL",2550,547180
"4245","low","umpRight","FA",5444,607776
"1578","middle","umpRight","FA",2610,624428
"1820","low","umpRight","SL",2856,491676
"702","low","umpLeft","SL",1718,453064
"2522","middle","umpMiddle","FA",3602,456501
"2755","low","umpLeft","FA",3850,434604
"1248","high","umpLeft","FA",2280,592620
"1920","low","umpLeft","FA",2956,547172
"3387","low","umpLeft","SL",4516,624424
"1531","middle","umpMiddle","FA",2563,543685
"1286","low","umpLeft","SL",2318,452655
"1102","low","umpLeft","SL",2133,452678
"2340","low","umpRight","FA",3389,571448
"3960","high","umpMiddle","FA",5159,571448
"1724","low","umpRight","FA",2760,592122
"1678","low","umpLeft","FA",2714,592663
"766","low","umpRight","CU",1782,501571
"361","low","umpRight","CU",1373,611177
"1356","high","umpMiddle","FA",2388,571578
"1766","high","umpLeft","SL",2802,434636
"350","low","umpLeft","SL",1362,593495
"1416","low","umpLeft","FA",2448,630111
"3568","middle","umpMiddle","CU",4700,527043
"1210","low","umpLeft","FA",2242,518692
"2848","low","umpLeft","CU",3951,649557
"2919","middle","umpRight","FA",4023,545341
"3576","high","umpMiddle","CU",4708,457787
"2325","low","umpRight","CU",3374,572863
"3644","middle","umpLeft","FA",4777,518614
"2677","low","umpMiddle","FA",3770,471865
"1845","low","umpLeft","FA",2881,434636
"4176","low","umpLeft","FA",5375,608384
"465","high","umpLeft","FA",1480,445988
"2916","low","umpLeft","FA",4020,649557
"3545","high","umpLeft","CU",4676,457787
"2256","low","umpMiddle","SL",3304,425772
"737","low","umpLeft","SL",1753,608700
"1270","middle","umpLeft","CU",2302,474832
"4138","low","umpLeft","FA",5337,608384
"2297","low","umpLeft","FA",3346,453568
"4098","middle","umpRight","FA",5297,452254
"3132","low","umpLeft","CU",4261,543685
"1218","low","umpLeft","SL",2250,425796
"1502","low","umpLeft","SL",2534,467092
"2466","low","umpMiddle","SL",3533,491676
"2609","high","umpLeft","SL",3701,596143
"2790","low","umpLeft","SL",3890,457763
"3920","low","umpLeft","CU",5055,607345
"1414","middle","umpMiddle","SL",2446,456078
"1082","high","umpRight","FA",2113,493472
"734","middle","umpLeft","FA",1750,608700
"2478","low","umpLeft","SL",3549,434604
"3120","low","umpMiddle","CU",4249,547180
"4080","middle","umpRight","FA",5279,607776
"2067","middle","umpRight","FA",3112,595978
"518","high","umpLeft","SL",1533,519083
"186","middle","umpMiddle","FA",1188,605412
"920","low","umpRight","FA",1943,571740
"1056","low","umpLeft","FA",2085,452678
"4281","low","umpLeft","CU",5481,605509
"3013","high","umpMiddle","CU",4134,546991
"4212","middle","umpRight","CU",5411,656555
"3342","middle","umpLeft","FA",4471,608703
"4348","middle","umpRight","SL",5550,571448
"512","low","umpLeft","SL",1527,425834
"1338","high","umpLeft","FA",2370,502671
"3338","middle","umpMiddle","FA",4467,408314
"4209","low","umpLeft","SL",5408,656555
"2536","low","umpRight","FA",3623,456488
"3246","low","umpRight","CU",4375,596019
"3","high","umpLeft","FA",1002,445055
"1115","low","umpRight","SL",2146,501571
"2756","high","umpLeft","SL",3851,434604
"1670","low","umpLeft","SL",2706,605228
"951","low","umpLeft","SL",1977,571740
"1869","low","umpMiddle","FA",2905,430605
"2128","low","umpLeft","SL",3173,506924
"241","low","umpLeft","FA",1243,518516
"1694","high","umpLeft","FA",2730,542303
"3064","middle","umpLeft","FA",4191,570267
"1436","high","umpLeft","SL",2468,572191
"747","high","umpLeft","FA",1763,434158
"2316","low","umpLeft","SL",3365,467827
"4201","high","umpLeft","FA",5400,546318
"1721","low","umpMiddle","FA",2757,519222
"3129","low","umpRight","FA",4258,543685
"4268","middle","umpRight","FA",5468,543063
"2482","high","umpLeft","FA",3553,605412
"2793","low","umpLeft","FA",3893,434604
"2149","low","umpLeft","FA",3194,571448
"3031","low","umpLeft","SL",4154,570267
"3045","middle","umpMiddle","SL",4171,542979
"2152","high","umpLeft","FA",3197,596115
"3878","high","umpMiddle","SL",5013,573135
"1567","middle","umpMiddle","FA",2599,641771
"579","low","umpLeft","CU",1595,493351
"1342","high","umpRight","FA",2374,502671
"4229","low","umpRight","FA",5428,457763
"2708","high","umpRight","FA",3801,471865
"1445","high","umpMiddle","SL",2477,547180
"1893","low","umpRight","FA",2929,518452
"1946","middle","umpLeft","SL",2982,474832
"2076","low","umpRight","FA",3121,542194
"2826","low","umpLeft","SL",3928,451594
"1859","high","umpLeft","FA",2895,518614
"2276","high","umpLeft","FA",3324,518614
"1840","low","umpRight","CU",2876,456488
"876","high","umpRight","SL",1896,453203
"307","low","umpLeft","FA",1309,453211
"357","high","umpLeft","FA",1369,518692
