"","index","batter","zone_1","zone_2","zone_3","zone_4","zone_5","zone_6","zone_7","zone_8","zone_9","next1_avg","next1_bbpa","next1_iso","next1_hits","next1_hr","next1_ops","next1_stkout","next1_rbi","next2_avg","next2_bbpa","next2_iso","next2_hits","next2_hr","next2_ops","next2_stkout","next2_rbi","cur_avg","cur_bbpa","cur_iso","cur_hits","cur_hr","cur_ops","cur_stkout","cur_rbi","CU_miss","FA_miss","SL_miss","bats_l","pitch_count","mon_third","mon_second","mon_first","scoreStd","target_vertical","target_horizontal","target_type","outs_when_up_0","outs_when_up_1","outs_when_up_2","strikes_0","strikes_1","strikes_2","balls_0","balls_1","balls_2","balls_3","at_bat_pitch_count_0","at_bat_pitch_count_1","at_bat_pitch_count_2","at_bat_pitch_count_3","at_bat_pitch_count_4","at_bat_pitch_count_5","at_bat_pitch_count_6","at_bat_pitch_count_7","at_bat_pitch_count_8","at_bat_pitch_count_9","at_bat_pitch_count_10","at_bat_pitch_count_11","at_bat_pitch_count_12","lp_type_CH","lp_type_CT","lp_type_CU","lp_type_FA","lp_type_IB","lp_type_ND","lp_type_SL","lp_type_NA","inning_1","inning_2","inning_3","inning_4","inning_5","inning_6","inning_7","inning_8","inning_9","lp_horizontal_umpLeft","lp_horizontal_umpMiddle","lp_horizontal_umpRight","lp_vertical_high","lp_vertical_low","lp_vertical_middle"
"1277",2289,605412,0.0491071428571429,0.11734693877551,0.0785714285714286,0.0726495726495727,0.10958904109589,0.0253521126760563,0.0163487738419619,0.0188679245283019,0.0278293135435993,0.253,0.07,0.105,65,4,0.671,40,21,0.284,0.104,0.149,151,14,0.792,67,77,0.241,0.095,0.142,110,10,0.7,47,62,0.0198019801980198,0.0301783264746228,0.081374321880651,1,37,-1,-1,-1,1,"middle","umpLeft","SL",1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"1278",2290,622110,0.0555555555555556,0.0680851063829787,0.145695364238411,0.0928270042194093,0.051948051948052,0.0321637426900585,0.0072992700729927,0.0538599640933573,0.0218216318785579,0.284,0.104,0.149,151,14,0.792,67,77,0.275,0.158,0.2,147,17,0.868,147,82,0.253,0.07,0.105,65,4,0.671,40,21,0.0486322188449848,0.0434975588104749,0.131462333825702,-1,38,-1,-1,-1,1,"middle","umpMiddle","FA",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
"1279",2291,622110,0.0555555555555556,0.0680851063829787,0.145695364238411,0.0928270042194093,0.051948051948052,0.0321637426900585,0.0072992700729927,0.0538599640933573,0.0218216318785579,0.284,0.104,0.149,151,14,0.792,67,77,0.275,0.158,0.2,147,17,0.868,147,82,0.253,0.07,0.105,65,4,0.671,40,21,0.0486322188449848,0.0434975588104749,0.131462333825702,-1,39,-1,-1,-1,1,"low","umpRight","CU",-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"1280",2292,622110,0.0555555555555556,0.0680851063829787,0.145695364238411,0.0928270042194093,0.051948051948052,0.0321637426900585,0.0072992700729927,0.0538599640933573,0.0218216318785579,0.284,0.104,0.149,151,14,0.792,67,77,0.275,0.158,0.2,147,17,0.868,147,82,0.253,0.07,0.105,65,4,0.671,40,21,0.0486322188449848,0.0434975588104749,0.131462333825702,-1,40,-1,-1,-1,1,"middle","umpMiddle","FA",-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"1281",2293,622110,0.0555555555555556,0.0680851063829787,0.145695364238411,0.0928270042194093,0.051948051948052,0.0321637426900585,0.0072992700729927,0.0538599640933573,0.0218216318785579,0.284,0.104,0.149,151,14,0.792,67,77,0.275,0.158,0.2,147,17,0.868,147,82,0.253,0.07,0.105,65,4,0.671,40,21,0.0486322188449848,0.0434975588104749,0.131462333825702,-1,41,-1,-1,-1,1,"low","umpRight","CU",-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"1282",2294,622110,0.0555555555555556,0.0680851063829787,0.145695364238411,0.0928270042194093,0.051948051948052,0.0321637426900585,0.0072992700729927,0.0538599640933573,0.0218216318785579,0.284,0.104,0.149,151,14,0.792,67,77,0.275,0.158,0.2,147,17,0.868,147,82,0.253,0.07,0.105,65,4,0.671,40,21,0.0486322188449848,0.0434975588104749,0.131462333825702,-1,42,-1,-1,-1,1,"low","umpRight","SL",-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"1283",2295,622110,0.0555555555555556,0.0680851063829787,0.145695364238411,0.0928270042194093,0.051948051948052,0.0321637426900585,0.0072992700729927,0.0538599640933573,0.0218216318785579,0.284,0.104,0.149,151,14,0.792,67,77,0.275,0.158,0.2,147,17,0.868,147,82,0.253,0.07,0.105,65,4,0.671,40,21,0.0486322188449848,0.0434975588104749,0.131462333825702,-1,43,-1,-1,-1,1,"low","umpMiddle","FA",-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"1284",2296,622110,0.0555555555555556,0.0680851063829787,0.145695364238411,0.0928270042194093,0.051948051948052,0.0321637426900585,0.0072992700729927,0.0538599640933573,0.0218216318785579,0.284,0.104,0.149,151,14,0.792,67,77,0.275,0.158,0.2,147,17,0.868,147,82,0.253,0.07,0.105,65,4,0.671,40,21,0.0486322188449848,0.0434975588104749,0.131462333825702,-1,44,-1,-1,-1,1,"low","umpLeft","SL",-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"1285",2297,457763,0.112299465240642,0.100478468899522,0.0666666666666667,0.0981912144702842,0.0885167464114833,0.0286168521462639,0.0374331550802139,0.0182370820668693,0.0199610516066212,0.275,0.158,0.2,147,17,0.868,147,82,0.223,0.102,0.188,25,6,0.726,35,15,0.284,0.104,0.149,151,14,0.792,67,77,0.0687285223367698,0.0395361096468108,0.086232980332829,-1,45,-1,-1,-1,1,"low","umpMiddle","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"1286",2298,457763,0.112299465240642,0.100478468899522,0.0666666666666667,0.0981912144702842,0.0885167464114833,0.0286168521462639,0.0374331550802139,0.0182370820668693,0.0199610516066212,0.275,0.158,0.2,147,17,0.868,147,82,0.223,0.102,0.188,25,6,0.726,35,15,0.284,0.104,0.149,151,14,0.792,67,77,0.0687285223367698,0.0395361096468108,0.086232980332829,-1,46,-1,-1,-1,1,"high","umpRight","SL",-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"1287",2299,457763,0.112299465240642,0.100478468899522,0.0666666666666667,0.0981912144702842,0.0885167464114833,0.0286168521462639,0.0374331550802139,0.0182370820668693,0.0199610516066212,0.275,0.158,0.2,147,17,0.868,147,82,0.223,0.102,0.188,25,6,0.726,35,15,0.284,0.104,0.149,151,14,0.792,67,77,0.0687285223367698,0.0395361096468108,0.086232980332829,-1,47,-1,-1,-1,1,"middle","umpLeft","SL",-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"1288",2300,457763,0.112299465240642,0.100478468899522,0.0666666666666667,0.0981912144702842,0.0885167464114833,0.0286168521462639,0.0374331550802139,0.0182370820668693,0.0199610516066212,0.275,0.158,0.2,147,17,0.868,147,82,0.223,0.102,0.188,25,6,0.726,35,15,0.284,0.104,0.149,151,14,0.792,67,77,0.0687285223367698,0.0395361096468108,0.086232980332829,-1,48,-1,-1,-1,1,"low","umpRight","CU",-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
"1289",2301,474832,0.0194552529182879,0.0878048780487805,0.084375,0.101754385964912,0.0828402366863905,0.00676691729323308,0.00701754385964912,0.0291139240506329,0.0217948717948718,0.223,0.102,0.188,25,6,0.726,35,15,0.275,0.091,0.158,150,12,0.775,111,83,0.275,0.158,0.2,147,17,0.868,147,82,0.088646967340591,0.119093143949741,0.128834355828221,1,49,-1,-1,-1,1,"high","umpRight","FA",1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"1290",2302,474832,0.0194552529182879,0.0878048780487805,0.084375,0.101754385964912,0.0828402366863905,0.00676691729323308,0.00701754385964912,0.0291139240506329,0.0217948717948718,0.223,0.102,0.188,25,6,0.726,35,15,0.275,0.091,0.158,150,12,0.775,111,83,0.275,0.158,0.2,147,17,0.868,147,82,0.088646967340591,0.119093143949741,0.128834355828221,1,50,-1,-1,-1,1,"middle","umpLeft","CU",1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"1291",2303,474832,0.0194552529182879,0.0878048780487805,0.084375,0.101754385964912,0.0828402366863905,0.00676691729323308,0.00701754385964912,0.0291139240506329,0.0217948717948718,0.223,0.102,0.188,25,6,0.726,35,15,0.275,0.091,0.158,150,12,0.775,111,83,0.275,0.158,0.2,147,17,0.868,147,82,0.088646967340591,0.119093143949741,0.128834355828221,1,51,-1,-1,-1,1,"low","umpLeft","SL",1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
"1292",2304,607776,0.04,0.0789473684210526,0.0689655172413793,0.0357142857142857,0.1,0,0.0102040816326531,0.0238095238095238,0,0.275,0.091,0.158,150,12,0.775,111,83,0.236,0.126,0.158,30,5,0.752,44,14,0.223,0.102,0.188,25,6,0.726,35,15,0.112903225806452,0.130434782608696,0.226415094339623,-1,52,-1,-1,-1,1,"low","umpMiddle","FA",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"1293",2305,607776,0.04,0.0789473684210526,0.0689655172413793,0.0357142857142857,0.1,0,0.0102040816326531,0.0238095238095238,0,0.275,0.091,0.158,150,12,0.775,111,83,0.236,0.126,0.158,30,5,0.752,44,14,0.223,0.102,0.188,25,6,0.726,35,15,0.112903225806452,0.130434782608696,0.226415094339623,-1,53,-1,-1,-1,1,"high","umpLeft","FA",-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"1294",2306,607776,0.04,0.0789473684210526,0.0689655172413793,0.0357142857142857,0.1,0,0.0102040816326531,0.0238095238095238,0,0.275,0.091,0.158,150,12,0.775,111,83,0.236,0.126,0.158,30,5,0.752,44,14,0.223,0.102,0.188,25,6,0.726,35,15,0.112903225806452,0.130434782608696,0.226415094339623,-1,54,-1,-1,-1,1,"low","umpRight","CU",-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
"1295",2307,543063,0.0836236933797909,0.0632411067193676,0.0512129380053908,0.0676056338028169,0.0769230769230769,0.0245641838351822,0.0267686424474187,0.0160132523467697,0.00545851528384279,0.236,0.126,0.158,30,5,0.752,44,14,0.114,0.024,0,8,0,0.251,24,5,0.275,0.091,0.158,150,12,0.775,111,83,0.125776397515528,0.0797141286421111,0.20021186440678,1,55,-1,1,-1,1,"low","umpMiddle","FA",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
"1296",2308,543063,0.0836236933797909,0.0632411067193676,0.0512129380053908,0.0676056338028169,0.0769230769230769,0.0245641838351822,0.0267686424474187,0.0160132523467697,0.00545851528384279,0.236,0.126,0.158,30,5,0.752,44,14,0.114,0.024,0,8,0,0.251,24,5,0.275,0.091,0.158,150,12,0.775,111,83,0.125776397515528,0.0797141286421111,0.20021186440678,1,56,-1,1,-1,1,"low","umpLeft","SL",-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"1297",2309,543063,0.0836236933797909,0.0632411067193676,0.0512129380053908,0.0676056338028169,0.0769230769230769,0.0245641838351822,0.0267686424474187,0.0160132523467697,0.00545851528384279,0.236,0.126,0.158,30,5,0.752,44,14,0.114,0.024,0,8,0,0.251,24,5,0.275,0.091,0.158,150,12,0.775,111,83,0.125776397515528,0.0797141286421111,0.20021186440678,1,57,-1,1,-1,1,"high","umpLeft","FA",-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"1298",2310,543063,0.0836236933797909,0.0632411067193676,0.0512129380053908,0.0676056338028169,0.0769230769230769,0.0245641838351822,0.0267686424474187,0.0160132523467697,0.00545851528384279,0.236,0.126,0.158,30,5,0.752,44,14,0.114,0.024,0,8,0,0.251,24,5,0.275,0.091,0.158,150,12,0.775,111,83,0.125776397515528,0.0797141286421111,0.20021186440678,1,58,-1,1,-1,1,"low","umpLeft","CU",-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
"1299",2311,543063,0.0836236933797909,0.0632411067193676,0.0512129380053908,0.0676056338028169,0.0769230769230769,0.0245641838351822,0.0267686424474187,0.0160132523467697,0.00545851528384279,0.236,0.126,0.158,30,5,0.752,44,14,0.114,0.024,0,8,0,0.251,24,5,0.275,0.091,0.158,150,12,0.775,111,83,0.125776397515528,0.0797141286421111,0.20021186440678,1,59,-1,1,-1,1,"low","umpLeft","SL",-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"1300",2312,592620,0,0.0882352941176471,0.0545454545454545,0.0666666666666667,0.0571428571428571,0.019047619047619,0.0212765957446809,0.0144230769230769,0.00625,0.114,0.024,0,8,0,0.251,24,5,0.263,0.084,0.113,149,11,0.705,77,51,0.236,0.126,0.158,30,5,0.752,44,14,0.0625,0.0971302428256071,0.15702479338843,1,60,1,-1,1,1,"low","umpLeft","FA",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"1301",2313,592620,0,0.0882352941176471,0.0545454545454545,0.0666666666666667,0.0571428571428571,0.019047619047619,0.0212765957446809,0.0144230769230769,0.00625,0.114,0.024,0,8,0,0.251,24,5,0.263,0.084,0.113,149,11,0.705,77,51,0.236,0.126,0.158,30,5,0.752,44,14,0.0625,0.0971302428256071,0.15702479338843,1,61,1,-1,1,1,"low","umpLeft","CU",-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"1302",2314,592620,0,0.0882352941176471,0.0545454545454545,0.0666666666666667,0.0571428571428571,0.019047619047619,0.0212765957446809,0.0144230769230769,0.00625,0.114,0.024,0,8,0,0.251,24,5,0.263,0.084,0.113,149,11,0.705,77,51,0.236,0.126,0.158,30,5,0.752,44,14,0.0625,0.0971302428256071,0.15702479338843,1,62,1,-1,1,1,"low","umpLeft","FA",-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"1303",2315,592620,0,0.0882352941176471,0.0545454545454545,0.0666666666666667,0.0571428571428571,0.019047619047619,0.0212765957446809,0.0144230769230769,0.00625,0.114,0.024,0,8,0,0.251,24,5,0.263,0.084,0.113,149,11,0.705,77,51,0.236,0.126,0.158,30,5,0.752,44,14,0.0625,0.0971302428256071,0.15702479338843,1,63,1,-1,1,1,"low","umpLeft","CU",-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"1304",2316,456501,0,0,0,0.0909090909090909,0,0.0294117647058824,0.0480769230769231,0.0158730158730159,0.00833333333333333,0.263,0.084,0.113,149,11,0.705,77,51,0.241,0.095,0.142,110,10,0.7,47,62,0.114,0.024,0,8,0,0.251,24,5,0.111111111111111,0.0698689956331878,0.106060606060606,-1,64,1,-1,1,1,"low","umpLeft","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"1305",2317,452655,0.0539419087136929,0.0958904109589041,0.0916666666666667,0.122093023255814,0.102941176470588,0.0231660231660232,0.0136674259681093,0.0541141586360267,0.0224274406332454,0.241,0.095,0.142,110,10,0.7,47,62,0.253,0.07,0.105,65,4,0.671,40,21,0.263,0.084,0.113,149,11,0.705,77,51,0.0441176470588235,0.0266884531590414,0.0801815431164902,1,65,-1,-1,-1,1,"low","umpLeft","FA",1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
"1306",2318,452655,0.0539419087136929,0.0958904109589041,0.0916666666666667,0.122093023255814,0.102941176470588,0.0231660231660232,0.0136674259681093,0.0541141586360267,0.0224274406332454,0.241,0.095,0.142,110,10,0.7,47,62,0.253,0.07,0.105,65,4,0.671,40,21,0.263,0.084,0.113,149,11,0.705,77,51,0.0441176470588235,0.0266884531590414,0.0801815431164902,1,66,-1,-1,-1,1,"low","umpLeft","SL",1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1
"1307",2319,452655,0.0539419087136929,0.0958904109589041,0.0916666666666667,0.122093023255814,0.102941176470588,0.0231660231660232,0.0136674259681093,0.0541141586360267,0.0224274406332454,0.241,0.095,0.142,110,10,0.7,47,62,0.253,0.07,0.105,65,4,0.671,40,21,0.263,0.084,0.113,149,11,0.705,77,51,0.0441176470588235,0.0266884531590414,0.0801815431164902,1,67,-1,-1,-1,1,"middle","umpLeft","SL",1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
"1308",2320,452655,0.0539419087136929,0.0958904109589041,0.0916666666666667,0.122093023255814,0.102941176470588,0.0231660231660232,0.0136674259681093,0.0541141586360267,0.0224274406332454,0.241,0.095,0.142,110,10,0.7,47,62,0.253,0.07,0.105,65,4,0.671,40,21,0.263,0.084,0.113,149,11,0.705,77,51,0.0441176470588235,0.0266884531590414,0.0801815431164902,1,68,-1,-1,-1,1,"low","umpLeft","CU",1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1
"1309",2321,452655,0.0539419087136929,0.0958904109589041,0.0916666666666667,0.122093023255814,0.102941176470588,0.0231660231660232,0.0136674259681093,0.0541141586360267,0.0224274406332454,0.241,0.095,0.142,110,10,0.7,47,62,0.253,0.07,0.105,65,4,0.671,40,21,0.263,0.084,0.113,149,11,0.705,77,51,0.0441176470588235,0.0266884531590414,0.0801815431164902,1,69,-1,-1,-1,1,"middle","umpMiddle","FA",1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
"1310",2322,605412,0.0491071428571429,0.11734693877551,0.0785714285714286,0.0726495726495727,0.10958904109589,0.0253521126760563,0.0163487738419619,0.0188679245283019,0.0278293135435993,0.253,0.07,0.105,65,4,0.671,40,21,0.284,0.104,0.149,151,14,0.792,67,77,0.241,0.095,0.142,110,10,0.7,47,62,0.0198019801980198,0.0301783264746228,0.081374321880651,1,70,-1,-1,-1,1,"low","umpLeft","SL",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
"1311",2323,605412,0.0491071428571429,0.11734693877551,0.0785714285714286,0.0726495726495727,0.10958904109589,0.0253521126760563,0.0163487738419619,0.0188679245283019,0.0278293135435993,0.253,0.07,0.105,65,4,0.671,40,21,0.284,0.104,0.149,151,14,0.792,67,77,0.241,0.095,0.142,110,10,0.7,47,62,0.0198019801980198,0.0301783264746228,0.081374321880651,1,71,-1,-1,-1,1,"middle","umpLeft","FA",-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1
"1312",2324,605412,0.0491071428571429,0.11734693877551,0.0785714285714286,0.0726495726495727,0.10958904109589,0.0253521126760563,0.0163487738419619,0.0188679245283019,0.0278293135435993,0.253,0.07,0.105,65,4,0.671,40,21,0.284,0.104,0.149,151,14,0.792,67,77,0.241,0.095,0.142,110,10,0.7,47,62,0.0198019801980198,0.0301783264746228,0.081374321880651,1,72,-1,-1,-1,1,"low","umpRight","CU",-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1
"1313",2325,605412,0.0491071428571429,0.11734693877551,0.0785714285714286,0.0726495726495727,0.10958904109589,0.0253521126760563,0.0163487738419619,0.0188679245283019,0.0278293135435993,0.253,0.07,0.105,65,4,0.671,40,21,0.284,0.104,0.149,151,14,0.792,67,77,0.241,0.095,0.142,110,10,0.7,47,62,0.0198019801980198,0.0301783264746228,0.081374321880651,1,73,-1,-1,-1,1,"low","umpLeft","FA",-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1
"1314",2326,605412,0.0491071428571429,0.11734693877551,0.0785714285714286,0.0726495726495727,0.10958904109589,0.0253521126760563,0.0163487738419619,0.0188679245283019,0.0278293135435993,0.253,0.07,0.105,65,4,0.671,40,21,0.284,0.104,0.149,151,14,0.792,67,77,0.241,0.095,0.142,110,10,0.7,47,62,0.0198019801980198,0.0301783264746228,0.081374321880651,1,74,-1,-1,-1,1,"high","umpMiddle","SL",-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1
"1315",2327,622110,0.0555555555555556,0.0680851063829787,0.145695364238411,0.0928270042194093,0.051948051948052,0.0321637426900585,0.0072992700729927,0.0538599640933573,0.0218216318785579,0.284,0.104,0.149,151,14,0.792,67,77,0.275,0.158,0.2,147,17,0.868,147,82,0.253,0.07,0.105,65,4,0.671,40,21,0.0486322188449848,0.0434975588104749,0.131462333825702,-1,75,-1,-1,1,1,"low","umpLeft","FA",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1
