"","index","batter","zone_1","zone_2","zone_3","zone_4","zone_5","zone_6","zone_7","zone_8","zone_9","next1_avg","next1_bbpa","next1_iso","next1_hits","next1_hr","next1_ops","next1_stkout","next1_rbi","next2_avg","next2_bbpa","next2_iso","next2_hits","next2_hr","next2_ops","next2_stkout","next2_rbi","cur_avg","cur_bbpa","cur_iso","cur_hits","cur_hr","cur_ops","cur_stkout","cur_rbi","CU_miss","FA_miss","SL_miss","bats_l","pitch_count","mon_third","mon_second","mon_first","scoreStd","target_vertical","target_horizontal","target_type","outs_when_up_0","outs_when_up_1","outs_when_up_2","strikes_0","strikes_1","strikes_2","balls_0","balls_1","balls_2","balls_3","at_bat_pitch_count_0","at_bat_pitch_count_1","at_bat_pitch_count_2","at_bat_pitch_count_3","at_bat_pitch_count_4","at_bat_pitch_count_5","at_bat_pitch_count_6","at_bat_pitch_count_7","at_bat_pitch_count_8","at_bat_pitch_count_9","at_bat_pitch_count_10","at_bat_pitch_count_11","at_bat_pitch_count_12","lp_type_CH","lp_type_CT","lp_type_CU","lp_type_FA","lp_type_IB","lp_type_ND","lp_type_SL","lp_type_NA","inning_1","inning_2","inning_3","inning_4","inning_5","inning_6","inning_7","inning_8","inning_9","lp_horizontal_umpLeft","lp_horizontal_umpMiddle","lp_horizontal_umpRight","lp_vertical_high","lp_vertical_low","lp_vertical_middle"
"1",1000,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,1,-1,-1,-1,2,"middle","umpMiddle","FA",1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"2",1001,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,2,-1,-1,-1,2,"middle","umpMiddle","FA",1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"3",1002,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,3,-1,-1,-1,2,"high","umpLeft","FA",1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"4",1003,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,4,-1,-1,-1,2,"low","umpLeft","CU",1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
"5",1004,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,5,-1,-1,-1,2,"high","umpRight","FA",1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"6",1005,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,6,-1,-1,-1,2,"low","umpLeft","FA",1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"7",1006,519083,0.0916030534351145,0.0984848484848485,0.0649350649350649,0.0882352941176471,0.0682730923694779,0.0275,0.00604838709677419,0.0036563071297989,0.01085776330076,0.265,0.06,0.178,158,23,0.755,147,100,0.253,0.107,0.174,57,8,0.763,55,29,0.25,0.063,0.154,129,14,0.709,131,62,0.0968660968660969,0.0535714285714286,0.147110332749562,-1,7,-1,-1,-1,2,"low","umpLeft","FA",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"8",1007,519083,0.0916030534351145,0.0984848484848485,0.0649350649350649,0.0882352941176471,0.0682730923694779,0.0275,0.00604838709677419,0.0036563071297989,0.01085776330076,0.265,0.06,0.178,158,23,0.755,147,100,0.253,0.107,0.174,57,8,0.763,55,29,0.25,0.063,0.154,129,14,0.709,131,62,0.0968660968660969,0.0535714285714286,0.147110332749562,-1,8,-1,-1,-1,2,"low","umpRight","CU",-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"9",1008,519083,0.0916030534351145,0.0984848484848485,0.0649350649350649,0.0882352941176471,0.0682730923694779,0.0275,0.00604838709677419,0.0036563071297989,0.01085776330076,0.265,0.06,0.178,158,23,0.755,147,100,0.253,0.107,0.174,57,8,0.763,55,29,0.25,0.063,0.154,129,14,0.709,131,62,0.0968660968660969,0.0535714285714286,0.147110332749562,-1,9,-1,-1,-1,2,"high","umpRight","FA",-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
"10",1009,519083,0.0916030534351145,0.0984848484848485,0.0649350649350649,0.0882352941176471,0.0682730923694779,0.0275,0.00604838709677419,0.0036563071297989,0.01085776330076,0.265,0.06,0.178,158,23,0.755,147,100,0.253,0.107,0.174,57,8,0.763,55,29,0.25,0.063,0.154,129,14,0.709,131,62,0.0968660968660969,0.0535714285714286,0.147110332749562,-1,10,-1,-1,-1,2,"high","umpRight","FA",-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"11",1010,461314,0.0471698113207547,0.0543478260869565,0.0956937799043062,0.0853658536585366,0.0482315112540193,0.0415647921760391,0.0211864406779661,0.0354706684856753,0.0154838709677419,0.253,0.107,0.174,57,8,0.763,55,29,0.249,0.05,0.108,145,10,0.642,68,62,0.265,0.06,0.178,158,23,0.755,147,100,0.131944444444444,0.0835949764521193,0.189247311827957,-1,11,-1,-1,-1,2,"low","umpRight","SL",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
"12",1011,461314,0.0471698113207547,0.0543478260869565,0.0956937799043062,0.0853658536585366,0.0482315112540193,0.0415647921760391,0.0211864406779661,0.0354706684856753,0.0154838709677419,0.253,0.107,0.174,57,8,0.763,55,29,0.249,0.05,0.108,145,10,0.642,68,62,0.265,0.06,0.178,158,23,0.755,147,100,0.131944444444444,0.0835949764521193,0.189247311827957,-1,12,-1,-1,-1,2,"middle","umpMiddle","FA",-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
"13",1012,571976,0.0483870967741935,0.0616438356164384,0.0416666666666667,0.0533333333333333,0.0457142857142857,0.0242718446601942,0.013215859030837,0.00510204081632653,0.0142045454545455,0.249,0.05,0.108,145,10,0.642,68,62,0.27,0.06,0.158,142,14,0.748,56,63,0.253,0.107,0.174,57,8,0.763,55,29,0.0945273631840796,0.0642570281124498,0.142595978062157,-1,13,-1,-1,-1,2,"high","umpMiddle","FA",1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"14",1013,571976,0.0483870967741935,0.0616438356164384,0.0416666666666667,0.0533333333333333,0.0457142857142857,0.0242718446601942,0.013215859030837,0.00510204081632653,0.0142045454545455,0.249,0.05,0.108,145,10,0.642,68,62,0.27,0.06,0.158,142,14,0.748,56,63,0.253,0.107,0.174,57,8,0.763,55,29,0.0945273631840796,0.0642570281124498,0.142595978062157,-1,14,-1,-1,-1,2,"middle","umpLeft","SL",1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
"15",1014,571976,0.0483870967741935,0.0616438356164384,0.0416666666666667,0.0533333333333333,0.0457142857142857,0.0242718446601942,0.013215859030837,0.00510204081632653,0.0142045454545455,0.249,0.05,0.108,145,10,0.642,68,62,0.27,0.06,0.158,142,14,0.748,56,63,0.253,0.107,0.174,57,8,0.763,55,29,0.0945273631840796,0.0642570281124498,0.142595978062157,-1,15,-1,-1,-1,2,"high","umpMiddle","FA",1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
"16",1016,571976,0.0483870967741935,0.0616438356164384,0.0416666666666667,0.0533333333333333,0.0457142857142857,0.0242718446601942,0.013215859030837,0.00510204081632653,0.0142045454545455,0.249,0.05,0.108,145,10,0.642,68,62,0.27,0.06,0.158,142,14,0.748,56,63,0.253,0.107,0.174,57,8,0.763,55,29,0.0945273631840796,0.0642570281124498,0.142595978062157,-1,17,-1,-1,-1,2,"high","umpRight","SL",1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"17",1017,571976,0.0483870967741935,0.0616438356164384,0.0416666666666667,0.0533333333333333,0.0457142857142857,0.0242718446601942,0.013215859030837,0.00510204081632653,0.0142045454545455,0.249,0.05,0.108,145,10,0.642,68,62,0.27,0.06,0.158,142,14,0.748,56,63,0.253,0.107,0.174,57,8,0.763,55,29,0.0945273631840796,0.0642570281124498,0.142595978062157,-1,18,-1,-1,-1,2,"low","umpRight","CU",1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"18",1018,571976,0.0483870967741935,0.0616438356164384,0.0416666666666667,0.0533333333333333,0.0457142857142857,0.0242718446601942,0.013215859030837,0.00510204081632653,0.0142045454545455,0.249,0.05,0.108,145,10,0.642,68,62,0.27,0.06,0.158,142,14,0.748,56,63,0.253,0.107,0.174,57,8,0.763,55,29,0.0945273631840796,0.0642570281124498,0.142595978062157,-1,19,-1,-1,-1,2,"low","umpMiddle","SL",1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"19",1019,493351,0.0934579439252336,0.11063829787234,0.0785340314136126,0.0921985815602837,0.0817120622568093,0.038560411311054,0.0462962962962963,0.0293663060278207,0.024294670846395,0.27,0.06,0.158,142,14,0.748,56,63,0.259,0.092,0.17,53,5,0.756,62,17,0.249,0.05,0.108,145,10,0.642,68,62,0.0756756756756757,0.0342172797262618,0.136842105263158,-1,20,-1,-1,-1,2,"low","umpLeft","FA",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"20",1020,500208,0.0683229813664596,0.0869565217391304,0.0893854748603352,0.0497512437810945,0.0413793103448276,0.0263473053892216,0.0345821325648415,0.030267753201397,0.0150093808630394,0.259,0.092,0.17,53,5,0.756,62,17,0.271,0.081,0.128,82,4,0.732,75,21,0.27,0.06,0.158,142,14,0.748,56,63,0.0637119113573407,0.0234631628343501,0.0801033591731266,-1,21,-1,-1,-1,2,"high","umpLeft","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"21",1021,500208,0.0683229813664596,0.0869565217391304,0.0893854748603352,0.0497512437810945,0.0413793103448276,0.0263473053892216,0.0345821325648415,0.030267753201397,0.0150093808630394,0.259,0.092,0.17,53,5,0.756,62,17,0.271,0.081,0.128,82,4,0.732,75,21,0.27,0.06,0.158,142,14,0.748,56,63,0.0637119113573407,0.0234631628343501,0.0801033591731266,-1,22,-1,-1,-1,2,"low","umpMiddle","FA",-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
"22",1022,500208,0.0683229813664596,0.0869565217391304,0.0893854748603352,0.0497512437810945,0.0413793103448276,0.0263473053892216,0.0345821325648415,0.030267753201397,0.0150093808630394,0.259,0.092,0.17,53,5,0.756,62,17,0.271,0.081,0.128,82,4,0.732,75,21,0.27,0.06,0.158,142,14,0.748,56,63,0.0637119113573407,0.0234631628343501,0.0801033591731266,-1,23,-1,-1,-1,2,"middle","umpRight","FA",-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"23",1023,500208,0.0683229813664596,0.0869565217391304,0.0893854748603352,0.0497512437810945,0.0413793103448276,0.0263473053892216,0.0345821325648415,0.030267753201397,0.0150093808630394,0.259,0.092,0.17,53,5,0.756,62,17,0.271,0.081,0.128,82,4,0.732,75,21,0.27,0.06,0.158,142,14,0.748,56,63,0.0637119113573407,0.0234631628343501,0.0801033591731266,-1,24,-1,-1,-1,2,"low","umpRight","SL",-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"24",1024,500208,0.0683229813664596,0.0869565217391304,0.0893854748603352,0.0497512437810945,0.0413793103448276,0.0263473053892216,0.0345821325648415,0.030267753201397,0.0150093808630394,0.259,0.092,0.17,53,5,0.756,62,17,0.271,0.081,0.128,82,4,0.732,75,21,0.27,0.06,0.158,142,14,0.748,56,63,0.0637119113573407,0.0234631628343501,0.0801033591731266,-1,25,-1,-1,-1,2,"high","umpLeft","FA",-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"25",1025,425834,0.0116279069767442,0.055,0.0970873786407767,0.143646408839779,0.0568181818181818,0.0119521912350598,0.0107816711590297,0.0293159609120521,0.025830258302583,0.271,0.081,0.128,82,4,0.732,75,21,0.25,0.029,0.107,14,1,0.64,19,6,0.259,0.092,0.17,53,5,0.756,62,17,0.118556701030928,0.142111368909513,0.16542750929368,-1,26,-1,-1,1,2,"high","umpMiddle","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
"26",1026,425834,0.0116279069767442,0.055,0.0970873786407767,0.143646408839779,0.0568181818181818,0.0119521912350598,0.0107816711590297,0.0293159609120521,0.025830258302583,0.271,0.081,0.128,82,4,0.732,75,21,0.25,0.029,0.107,14,1,0.64,19,6,0.259,0.092,0.17,53,5,0.756,62,17,0.118556701030928,0.142111368909513,0.16542750929368,-1,27,-1,-1,1,2,"middle","umpLeft","FA",-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
"27",1027,605486,0.140845070422535,0.0784313725490196,0.0405405405405405,0.136363636363636,0.0769230769230769,0.0159574468085106,0.050314465408805,0.0238095238095238,0.0268456375838926,0.25,0.029,0.107,14,1,0.64,19,6,0.21,0.078,0.048,44,1,0.563,36,10,0.271,0.081,0.128,82,4,0.732,75,21,0.109375,0.0607424071991001,0.132352941176471,1,28,-1,-1,-1,3,"high","umpLeft","FA",1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
"28",1028,605486,0.140845070422535,0.0784313725490196,0.0405405405405405,0.136363636363636,0.0769230769230769,0.0159574468085106,0.050314465408805,0.0238095238095238,0.0268456375838926,0.25,0.029,0.107,14,1,0.64,19,6,0.21,0.078,0.048,44,1,0.563,36,10,0.271,0.081,0.128,82,4,0.732,75,21,0.109375,0.0607424071991001,0.132352941176471,1,29,-1,-1,-1,3,"low","umpRight","CU",1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
"29",1029,605486,0.140845070422535,0.0784313725490196,0.0405405405405405,0.136363636363636,0.0769230769230769,0.0159574468085106,0.050314465408805,0.0238095238095238,0.0268456375838926,0.25,0.029,0.107,14,1,0.64,19,6,0.21,0.078,0.048,44,1,0.563,36,10,0.271,0.081,0.128,82,4,0.732,75,21,0.109375,0.0607424071991001,0.132352941176471,1,30,-1,-1,-1,3,"low","umpMiddle","FA",1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"30",1030,605486,0.140845070422535,0.0784313725490196,0.0405405405405405,0.136363636363636,0.0769230769230769,0.0159574468085106,0.050314465408805,0.0238095238095238,0.0268456375838926,0.25,0.029,0.107,14,1,0.64,19,6,0.21,0.078,0.048,44,1,0.563,36,10,0.271,0.081,0.128,82,4,0.732,75,21,0.109375,0.0607424071991001,0.132352941176471,1,31,-1,-1,-1,3,"low","umpLeft","SL",1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"31",1031,475115,0,0.0303030303030303,0,0,0.0238095238095238,0.0909090909090909,0,0.0161290322580645,0.040983606557377,0.21,0.078,0.048,44,1,0.563,36,10,0.25,0.063,0.154,129,14,0.709,131,62,0.25,0.029,0.107,14,1,0.64,19,6,0.151515151515152,0.0616438356164384,0.236363636363636,-1,32,-1,-1,-1,3,"low","umpLeft","FA",-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"32",1032,475115,0,0.0303030303030303,0,0,0.0238095238095238,0.0909090909090909,0,0.0161290322580645,0.040983606557377,0.21,0.078,0.048,44,1,0.563,36,10,0.25,0.063,0.154,129,14,0.709,131,62,0.25,0.029,0.107,14,1,0.64,19,6,0.151515151515152,0.0616438356164384,0.236363636363636,-1,33,-1,-1,-1,3,"low","umpRight","FA",-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"33",1033,475115,0,0.0303030303030303,0,0,0.0238095238095238,0.0909090909090909,0,0.0161290322580645,0.040983606557377,0.21,0.078,0.048,44,1,0.563,36,10,0.25,0.063,0.154,129,14,0.709,131,62,0.25,0.029,0.107,14,1,0.64,19,6,0.151515151515152,0.0616438356164384,0.236363636363636,-1,34,-1,-1,-1,3,"low","umpRight","FA",-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
"34",1034,475115,0,0.0303030303030303,0,0,0.0238095238095238,0.0909090909090909,0,0.0161290322580645,0.040983606557377,0.21,0.078,0.048,44,1,0.563,36,10,0.25,0.063,0.154,129,14,0.709,131,62,0.25,0.029,0.107,14,1,0.64,19,6,0.151515151515152,0.0616438356164384,0.236363636363636,-1,35,-1,-1,-1,3,"low","umpLeft","FA",-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
"35",1035,475115,0,0.0303030303030303,0,0,0.0238095238095238,0.0909090909090909,0,0.0161290322580645,0.040983606557377,0.21,0.078,0.048,44,1,0.563,36,10,0.25,0.063,0.154,129,14,0.709,131,62,0.25,0.029,0.107,14,1,0.64,19,6,0.151515151515152,0.0616438356164384,0.236363636363636,-1,36,-1,-1,-1,3,"low","umpMiddle","FA",-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1
"36",1036,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,37,-1,-1,-1,3,"middle","umpRight","FA",-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"37",1037,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,38,-1,-1,-1,3,"low","umpLeft","CU",-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
"38",1038,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,39,-1,-1,-1,3,"low","umpLeft","SL",-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"39",1039,445055,0.0505050505050505,0.0843373493975904,0.0804597701149425,0.165413533834586,0.0989010989010989,0.0351758793969849,0.00568181818181818,0.0405405405405405,0.016260162601626,0.25,0.063,0.154,129,14,0.709,131,62,0.265,0.06,0.178,158,23,0.755,147,100,0.21,0.078,0.048,44,1,0.563,36,10,0.0888888888888889,0.0481507327285415,0.107954545454545,1,40,-1,-1,-1,3,"low","umpLeft","SL",-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
